alias,alias_norm,entity_id,canonical_name,entity_type,support_count,source_chunks,qa_ids
هيموغلوبين,هيموغلوبين,ent_test_8b503c2dc54c,هيموغلوبين,Test,1,"[""chunk_00066""]","[""ahd5k_04927""]"
Acetyl Salicylic Acid,acetyl salicylic acid,ent_treatment_7e88513b3bf7,Acetyl Salicylic Acid,Treatment,1,"[""chunk_00088""]","[""ahd5k_03846""]"
AspicotK,aspicotk,ent_treatment_441dfb50ce30,AspicotK,Treatment,1,"[""chunk_00088""]","[""ahd5k_03846""]"
carbimazole,carbimazole,ent_treatment_4e4b38e6ff32,كاربيمازول,Treatment,0,"[""chunk_00158""]","[""ahd5k_02203""]"
Dabigatran,dabigatran,ent_treatment_b3c222de947d,Dabigatran,Treatment,1,"[""chunk_00088""]","[""ahd5k_03846""]"
Deyamethasone,deyamethasone,ent_treatment_183e85947f1d,Deyamethasone,Treatment,1,"[""chunk_00147""]","[""ahd5k_03790""]"
euthyrox,euthyrox,ent_treatment_43dc015d2c81,euthyrox,Treatment,1,"[""chunk_00164""]","[""ahd5k_03761""]"
Euthyrox25,euthyrox25,ent_treatment_f9afb64b4575,Euthyrox25,Treatment,1,"[""chunk_00161""]","[""ahd5k_00772""]"
GLUCOVIG,glucovig,ent_treatment_3ca399102196,GLUCOVIG,Treatment,1,"[""chunk_00161""]","[""ahd5k_00772""]"
Iodine-131,iodine-131,ent_treatment_4d680c503ac2,Radioactive Iodine,Treatment,0,"[""chunk_00171""]","[""ahd5k_03963""]"
IVF,ivf,ent_treatment_318e308e2e2c,IVF,Treatment,1,"[""chunk_00094""]","[""ahd5k_01925""]"
levothyrox25,levothyrox25,ent_treatment_08325dd63292,ثيروكسين,Treatment,1,"[""chunk_00158""]","[""ahd5k_03769""]"
MG 180 lITHOGINKGO,mg 180 lithoginkgo,ent_treatment_9a6b401143ed,مكمل غدائي,Treatment,0,"[""chunk_00018""]","[""ahd5k_03753""]"
Radioactive Iodine,radioactive iodine,ent_treatment_4d680c503ac2,Radioactive Iodine,Treatment,0,"[""chunk_00171""]","[""ahd5k_03963""]"
T4,t4,ent_treatment_21722b3a3cbc,Tiroxine,Treatment,0,"[""chunk_00171""]","[""ahd5k_03831""]"
Tiroxine,tiroxine,ent_treatment_21722b3a3cbc,Tiroxine,Treatment,1,"[""chunk_00171""]","[""ahd5k_03831""]"
Vit D,vit d,ent_treatment_7197c00f491c,Vitamin D,Treatment,0,"[""chunk_00171""]","[""ahd5k_04342""]"
vitamin b complex,vitamin b complex,ent_treatment_1479a48d3d42,الدواء,Treatment,1,"[""chunk_00118""]","[""ahd5k_03474""]"
Vitamin D,vitamin d,ent_treatment_7197c00f491c,Vitamin D,Treatment,0,"[""chunk_00171""]","[""ahd5k_04342""]"
أبر جاهزة للحقن,ابر جاهزه للحقن,ent_treatment_307befae7768,أبر جاهزة للحقن,Treatment,1,"[""chunk_00071""]","[""ahd5k_04895""]"
أبيتنانت,ابيتنانت,ent_treatment_cb5aeb58976f,أبيتنانت,Treatment,1,"[""chunk_00107""]","[""ahd5k_01824""]"
أدوية بالفم,ادويه بالفم,ent_treatment_b036153000f8,أدوية بالفم,Treatment,1,"[""chunk_00071""]","[""ahd5k_04895""]"
اسبرين,اسبرين,ent_treatment_07bda7f8e857,توبيراميت,Treatment,0,"[""chunk_00154""]","[""ahd5k_01266""]"
اسبرين,اسبرين,ent_treatment_b333a867faf6,الأسبرين,Treatment,2,"[""chunk_00032"", ""chunk_00078""]","[""ahd5k_02905"", ""ahd5k_03085""]"
استئصال,استيصال,ent_treatment_d7c4801b256d,استئصال الإصبع السادسة,Treatment,0,"[""chunk_00046""]","[""ahd5k_02907""]"
استئصال الإصبع السادسة,استيصال الاصبع السادسه,ent_treatment_d7c4801b256d,استئصال الإصبع السادسة,Treatment,1,"[""chunk_00046""]","[""ahd5k_02907""]"
استئصال المرارة,استيصال المراره,ent_treatment_543034bf73f8,استئصال المرارة,Treatment,1,"[""chunk_00178""]","[""ahd5k_04916""]"
استئصال المرارة الجراحي,استيصال المراره الجراحي,ent_treatment_543034bf73f8,استئصال المرارة,Treatment,0,"[""chunk_00178""]","[""ahd5k_04916""]"
افاستين,افاستين,ent_treatment_cfd58ff106a6,افاستين,Treatment,1,"[""chunk_00032""]","[""ahd5k_03085""]"
أكليل الجبل,اكليل الجبل,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
اكليل الجبل,اكليل الجبل,ent_treatment_fd42eb263b89,اكليل الجبل,Treatment,1,"[""chunk_00012""]","[""ahd5k_04015""]"
الاخذ التاريخ,الاخذ التاريخ,ent_treatment_ad98d6688d4a,التقيم,Treatment,0,"[""chunk_00160""]","[""ahd5k_04611""]"
الادوات,الادوات,ent_treatment_3c3b0b18ce4a,الادوات,Treatment,1,"[""chunk_00039""]","[""ahd5k_04866""]"
الأسبرين,الاسبرين,ent_treatment_b333a867faf6,الأسبرين,Treatment,0,"[""chunk_00032"", ""chunk_00048"", ""chunk_00078"", ""chunk_00079"", ""chunk_00181""]","[""ahd5k_02507"", ""ahd5k_02732"", ""ahd5k_02905"", ""ahd5k_03085"", ""ahd5k_03696""]"
الاسبرين,الاسبرين,ent_treatment_b333a867faf6,الأسبرين,Treatment,1,"[""chunk_00181""]","[""ahd5k_02732""]"
الأسبرين + البلافيكس,الاسبرين + البلافيكس,ent_treatment_b333a867faf6,الأسبرين,Treatment,1,"[""chunk_00079""]","[""ahd5k_03696""]"
الاستئصال الجراحي,الاستيصال الجراحي,ent_treatment_2622a2a540cb,الاستئصال الجراحي,Treatment,1,"[""chunk_00033""]","[""ahd5k_02313""]"
الأسماك الدهنية,الاسماك الدهنيه,ent_treatment_f5972d4787bd,الأسماك الدهنية,Treatment,1,"[""chunk_00145""]","[""ahd5k_04616""]"
الافطار,الافطار,ent_treatment_e10588af6bf0,الافطار,Treatment,1,"[""chunk_00154""]","[""ahd5k_04065""]"
الاقاحات المضادة,الاقاحات المضاده,ent_treatment_621e99ad2c91,الاقاحات المضادة,Treatment,1,"[""chunk_00198""]","[""ahd5k_02528""]"
الاكثار من شرب الماء,الاكثار من شرب الماء,ent_treatment_839837a8561b,الاكثار من شرب الماء,Treatment,1,"[""chunk_00076""]","[""ahd5k_04706""]"
الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم,الامتناع عن اعطاء اي اطعمه او سوايل عن طريق الفم,ent_treatment_103a7b1accd7,الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم,Treatment,1,"[""chunk_00178""]","[""ahd5k_04916""]"
الامتناع عن تناول الطعام,الامتناع عن تناول الطعام,ent_treatment_103a7b1accd7,الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم,Treatment,0,"[""chunk_00178""]","[""ahd5k_04916""]"
الاندرال,الاندرال,ent_treatment_9318db295dde,الاندرال,Treatment,1,"[""chunk_00077""]","[""ahd5k_00189""]"
الانعاش القلبي الرئوي,الانعاش القلبي الريوي,ent_treatment_cd8907496d4c,الانعاش القلبي الرئوي,Treatment,1,"[""chunk_00193""]","[""ahd5k_03232""]"
الايزوتريتينوين,الايزوتريتينوين,ent_treatment_039793a12776,الايزوتريتينوين,Treatment,1,"[""chunk_00019""]","[""ahd5k_03258""]"
البابونج,البابونج,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
البرتقال,البرتقال,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
البردقوش,البردقوش,ent_treatment_fc32e4036e25,البردقوش,Treatment,2,"[""chunk_00012"", ""chunk_00014""]","[""ahd5k_01330"", ""ahd5k_04015""]"
البروفين,البروفين,ent_treatment_c93941cf1d98,البروفين,Treatment,1,"[""chunk_00142""]","[""ahd5k_00486""]"
البريمولوت ن,البريمولوت ن,ent_treatment_891f5d08fec8,البريمولوت ن,Treatment,1,"[""chunk_00146""]","[""ahd5k_00439""]"
البقدونس,البقدونس,ent_treatment_c91b15de897a,البقدونس,Treatment,1,"[""chunk_00012""]","[""ahd5k_04015""]"
البليلة,البليله,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
التبرع,التبرع,ent_treatment_3677ba04b27f,التبرع بالدم,Treatment,0,"[""chunk_00060""]","[""ahd5k_03281""]"
التبرع بالدم,التبرع بالدم,ent_treatment_3677ba04b27f,التبرع بالدم,Treatment,0,"[""chunk_00060""]","[""ahd5k_03281""]"
التروكسين,التروكسين,ent_treatment_3fd682796ae8,التروكسين,Treatment,1,"[""chunk_00169""]","[""ahd5k_00035""]"
التغذية,التغذيه,ent_treatment_451ebfb7cce2,التغذية,Treatment,1,"[""chunk_00114""]","[""ahd5k_02966""]"
التغذية بالأنبوب,التغذيه بالانبوب,ent_treatment_f3a613a63534,التغذية بالأنبوب,Treatment,1,"[""chunk_00144""]","[""ahd5k_01783""]"
التفاح,التفاح,ent_treatment_02bcaecf1a7e,التفاح,Treatment,1,"[""chunk_00145""]","[""ahd5k_04616""]"
التفريش,التفريش,ent_treatment_48d78ab2fe1d,التفريش,Treatment,1,"[""chunk_00114""]","[""ahd5k_02966""]"
التقيم,التقيم,ent_treatment_ad98d6688d4a,التقيم,Treatment,1,"[""chunk_00160""]","[""ahd5k_04611""]"
التلقيح الاصطناعي,التلقيح الاصطناعي,ent_treatment_38ccbae05698,التلقيح الاصطناعي,Treatment,1,"[""chunk_00096""]","[""ahd5k_02139""]"
الجراحة,الجراحه,ent_treatment_e8807cc4d324,الجراحة,Treatment,1,"[""chunk_00047""]","[""ahd5k_04047""]"
الجراحة التجميلية,الجراحه التجميليه,ent_treatment_5b2a681074cf,الجراحة التجميلية,Treatment,1,"[""chunk_00008""]","[""ahd5k_01190""]"
الجرعات الثلاثه,الجرعات الثلاثه,ent_treatment_06f93bf4dc11,الجرعات الثلاثه,Treatment,1,"[""chunk_00050""]","[""ahd5k_00597""]"
الجرعة,الجرعه,ent_treatment_574f7ec272a2,الجرعة,Treatment,1,"[""chunk_00143""]","[""ahd5k_01831""]"
الجرعة,الجرعه,ent_treatment_72992721d87a,جرعة,Treatment,0,"[""chunk_00018"", ""chunk_00106"", ""chunk_00162"", ""chunk_00167""]","[""ahd5k_00372"", ""ahd5k_00791"", ""ahd5k_01491"", ""ahd5k_01750"", ""ahd5k_02200"", ""ahd5k_03516"", ""ahd5k_03753"", ""ahd5k_04258""]"
الجعة,الجعه,ent_treatment_72992721d87a,جرعة,Treatment,0,"[""chunk_00018"", ""chunk_00106"", ""chunk_00162"", ""chunk_00167""]","[""ahd5k_00372"", ""ahd5k_00791"", ""ahd5k_01491"", ""ahd5k_01750"", ""ahd5k_02200"", ""ahd5k_03516"", ""ahd5k_03753"", ""ahd5k_04258""]"
الجماع,الجماع,ent_treatment_43cdb9f8f206,الجماع,Treatment,1,"[""chunk_00149""]","[""ahd5k_03563""]"
الجمل الأبيض,الجمل الابيض,ent_treatment_77e8744fec6a,فجل أبيض,Treatment,1,"[""chunk_00043""]","[""ahd5k_00643""]"
الجنين,الجنين,ent_treatment_f7646981eb0a,الجنين,Treatment,2,"[""chunk_00156""]","[""ahd5k_03455"", ""ahd5k_04815""]"
الجوارب,الجوارب,ent_treatment_d4184001686f,الجوارب,Treatment,1,"[""chunk_00089""]","[""ahd5k_02818""]"
الجيب اللثوي,الجيب اللثوي,ent_treatment_f60ee3a3269a,الجيب اللثوي,Treatment,1,"[""chunk_00121""]","[""ahd5k_02986""]"
الجينسينغ,الجينسينغ,ent_treatment_edb14dbd221a,الجينسينغ,Treatment,1,"[""chunk_00145""]","[""ahd5k_04616""]"
الحبوب منع الحمل,الحبوب منع الحمل,ent_treatment_3bca745f3196,الحبوب منع الحمل,Treatment,1,"[""chunk_00099""]","[""ahd5k_03809""]"
الحديد,الحديد,ent_treatment_db445915b47d,الحديد,Treatment,0,"[""chunk_00100""]","[""ahd5k_03707""]"
الحقن المجهري,الحقن المجهري,ent_treatment_38ccbae05698,التلقيح الاصطناعي,Treatment,0,"[""chunk_00096""]","[""ahd5k_02139""]"
الخردل,الخردل,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
الخزام,الخزام,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
الخضار,الخضار,ent_treatment_2b917ff56ac9,الخضار,Treatment,1,"[""chunk_00137""]","[""ahd5k_04817""]"
الدواء,الدواء,ent_treatment_1479a48d3d42,الدواء,Treatment,1,"[""chunk_00183""]","[""ahd5k_03807""]"
الدوخة,الدوخه,ent_treatment_d017757dbf16,الدوخة,Treatment,1,"[""chunk_00069""]","[""ahd5k_04701""]"
الديم,الديم,ent_treatment_389c673b9b0c,الديم,Treatment,1,"[""chunk_00179""]","[""ahd5k_04751""]"
الرضاعة,الرضاعه,ent_treatment_aa15c31ba83e,الرضاعة الطبيعية,Treatment,0,"[""chunk_00110""]","[""ahd5k_02532""]"
الرضاعة الطبيعية,الرضاعه الطبيعيه,ent_treatment_aa15c31ba83e,الرضاعة الطبيعية,Treatment,1,"[""chunk_00110""]","[""ahd5k_02532""]"
الروتيكسيماب,الروتيكسيماب,ent_treatment_0d20da4fd766,الروتيكسيماب,Treatment,2,"[""chunk_00057""]","[""ahd5k_00203""]"
الرياضة,الرياضه,ent_treatment_8f18706cd796,الرياضة,Treatment,2,"[""chunk_00008"", ""chunk_00137""]","[""ahd5k_01190"", ""ahd5k_04817""]"
الزعتر,الزعتر,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
الزنجبيل,الزنجبيل,ent_treatment_639e625fe991,الزنجبيل,Treatment,3,"[""chunk_00012"", ""chunk_00088"", ""chunk_00142""]","[""ahd5k_00486"", ""ahd5k_03223"", ""ahd5k_04015""]"
الزيتون,الزيتون,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
السبع زيوت,السبع زيوت,ent_treatment_9a34f0ba812d,السبع زيوت,Treatment,1,"[""chunk_00062""]","[""ahd5k_04408""]"
السوائل,السوايل,ent_treatment_b7e7fb09dd09,السوائل,Treatment,2,"[""chunk_00038"", ""chunk_00199""]","[""ahd5k_03468"", ""ahd5k_04919""]"
السوائل والأملاح,السوايل والاملاح,ent_treatment_7df0ceb5a906,السوائل والأملاح,Treatment,1,"[""chunk_00069""]","[""ahd5k_04701""]"
السيبروكسين,السيبروكسين,ent_treatment_477b80e9a19a,السيبروكسين,Treatment,1,"[""chunk_00183""]","[""ahd5k_04052""]"
الشمس,الشمس,ent_treatment_dcbc13cd571f,الشمس,Treatment,1,"[""chunk_00106""]","[""ahd5k_03516""]"
الشمع,الشمع,ent_treatment_06010a2495f7,الشمع,Treatment,1,"[""chunk_00119""]","[""ahd5k_00315""]"
الشوكولاته,الشوكولاته,ent_treatment_604cc35281be,الشوكولاته,Treatment,1,"[""chunk_00145""]","[""ahd5k_04616""]"
الصدمة الكهربائية,الصدمه الكهرباييه,ent_treatment_fb3321acf9db,الصدمة الكهربائية,Treatment,1,"[""chunk_00193""]","[""ahd5k_00235""]"
الطبيب,الطبيب,ent_treatment_450cbdcb87da,الطبيب,Treatment,1,"[""chunk_00039""]","[""ahd5k_04866""]"
الطعام,الطعام,ent_treatment_60ce765ad441,الطعام,Treatment,1,"[""chunk_00097""]","[""ahd5k_01128""]"
العدس,العدس,ent_treatment_612c88f2b060,العدس,Treatment,1,"[""chunk_00145""]","[""ahd5k_04616""]"
العقاقير,العقاقير,ent_treatment_a0a8ee46502f,العقاقير,Treatment,1,"[""chunk_00196""]","[""ahd5k_03242""]"
العقاقير المضادة للذهان,العقاقير المضاده للذهان,ent_treatment_b5d6db6d8c42,العقاقير المضادة للذهان,Treatment,1,"[""chunk_00144""]","[""ahd5k_03579""]"
العلاج,العلاج,ent_treatment_90baddc0bf15,العلاج,Treatment,2,"[""chunk_00117"", ""chunk_00172""]","[""ahd5k_00666"", ""ahd5k_04490""]"
العلاج الطبيعي,العلاج الطبيعي,ent_treatment_afbe4f3ae93f,العلاج الطبيعي,Treatment,1,"[""chunk_00033""]","[""ahd5k_01221""]"
العلاج بالإبر الصينية,العلاج بالابر الصينيه,ent_treatment_e7f992c031a2,العلاج بالإبر الصينية,Treatment,1,"[""chunk_00033""]","[""ahd5k_01221""]"
العلاج بالجراحة,العلاج بالجراحه,ent_treatment_f4382c9333bb,العلاج بالجراحة,Treatment,1,"[""chunk_00033""]","[""ahd5k_00261""]"
العلاج بالليزر,العلاج بالليزر,ent_treatment_f5d29134c577,العلاج بالليزر,Treatment,1,"[""chunk_00011""]","[""ahd5k_04697""]"
العمليات القلبية المفتوحة,العمليات القلبيه المفتوحه,ent_treatment_2223a55c026b,العمليات القلبية المفتوحة,Treatment,0,"[""chunk_00081""]","[""ahd5k_02957""]"
الفاليريانا,الفاليريانا,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
الفواكة,الفواكه,ent_treatment_903a54038c7e,الفواكة,Treatment,1,"[""chunk_00137""]","[""ahd5k_04817""]"
الفياغرا,الفياغرا,ent_treatment_3142ddcc1955,الفياغرا,Treatment,1,"[""chunk_00035""]","[""ahd5k_04451""]"
الفيتامين B12,الفيتامين b12,ent_treatment_db445915b47d,الحديد,Treatment,0,"[""chunk_00100""]","[""ahd5k_03707""]"
الفيتامين B6,الفيتامين b6,ent_treatment_db445915b47d,الحديد,Treatment,0,"[""chunk_00100""]","[""ahd5k_03707""]"
القات,القات,ent_treatment_fe7b9cfab843,القات,Treatment,1,"[""chunk_00061""]","[""ahd5k_01551""]"
القرفة,القرفه,ent_treatment_895d0d591838,القرفة,Treatment,1,"[""chunk_00012""]","[""ahd5k_04015""]"
القهوة,القهوه,ent_treatment_249018a21aa8,القهوة,Treatment,1,"[""chunk_00119""]","[""ahd5k_00315""]"
الكحول,الكحول,ent_treatment_9faa6531b364,الكحول,Treatment,2,"[""chunk_00045""]","[""ahd5k_04509""]"
الكرفس,الكرفس,ent_treatment_2cb98decc0ee,الكرفس,Treatment,1,"[""chunk_00012""]","[""ahd5k_04015""]"
الكركديه,الكركديه,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
الكركم,الكركم,ent_treatment_550808b4296e,الكركم,Treatment,1,"[""chunk_00008""]","[""ahd5k_03805""]"
الكنيدولا,الكنيدولا,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
الكورتيزونات,الكورتيزونات,ent_treatment_acb8b834aff2,الكورتيزونات,Treatment,1,"[""chunk_00033""]","[""ahd5k_01221""]"
اللافندر,اللافندر,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
اللحوم,اللحوم,ent_treatment_c8e54783a44f,اللحوم,Treatment,2,"[""chunk_00137"", ""chunk_00145""]","[""ahd5k_04616"", ""ahd5k_04817""]"
اللحوم الحمراء,اللحوم الحمراء,ent_treatment_6066173509fd,اللحوم الحمراء,Treatment,1,"[""chunk_00051""]","[""ahd5k_01005""]"
اللعب,اللعب,ent_treatment_df23e36cac5c,اللعب,Treatment,1,"[""chunk_00097""]","[""ahd5k_01128""]"
اللقاح,اللقاح,ent_treatment_d5946e76d323,اللقاح,Treatment,1,"[""chunk_00050""]","[""ahd5k_00597""]"
الماء,الماء,ent_treatment_328b48423699,الماء,Treatment,1,"[""chunk_00199""]","[""ahd5k_04919""]"
الماء المالح,الماء المالح,ent_treatment_546f9d2d4ff7,الماء المالح,Treatment,1,"[""chunk_00194""]","[""ahd5k_04623""]"
المراجعة الطبيب الأسنان,المراجعه الطبيب الاسنان,ent_treatment_f4876b0a4ac8,المراجعة الطبيب الأسنان,Treatment,0,"[""chunk_00055""]","[""ahd5k_04844""]"
المراجعة الطبيب الأسنان وطبيب أذنية,المراجعه الطبيب الاسنان وطبيب اذنيه,ent_treatment_f4876b0a4ac8,المراجعة الطبيب الأسنان,Treatment,1,"[""chunk_00055""]","[""ahd5k_04844""]"
المراجعة الطبية,المراجعه الطبيه,ent_treatment_1623092039ad,المراجعة الطبية,Treatment,0,"[""chunk_00116""]","[""ahd5k_04356""]"
المردقوش,المردقوش,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
المركز العلاجي,المركز العلاجي,ent_treatment_330cd62c6e95,المركز العلاجي,Treatment,0,"[""chunk_00092""]","[""ahd5k_01629""]"
المريمية,المريميه,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
المضادات الحيوية,المضادات الحيويه,ent_treatment_6d11b359c485,المضادات الحيوية,Treatment,1,"[""chunk_00198""]","[""ahd5k_01255""]"
المطاعيم,المطاعيم,ent_treatment_19641abdb8c6,المطاعيم,Treatment,1,"[""chunk_00198""]","[""ahd5k_02528""]"
الملفوف,الملفوف,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
المهدئات,المهديات,ent_treatment_a0a8ee46502f,العقاقير,Treatment,0,"[""chunk_00196""]","[""ahd5k_03242""]"
الميرمية,الميرميه,ent_treatment_b792fc31b8bb,الميرمية,Treatment,3,"[""chunk_00012"", ""chunk_00020""]","[""ahd5k_01651"", ""ahd5k_04015""]"
النارنج,النارنج,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
النضاد الحيوي,النضاد الحيوي,ent_treatment_ab5802cc2c0c,النضاد الحيوي,Treatment,0,"[""chunk_00111""]","[""ahd5k_02569""]"
النظافة اليومية,النظافه اليوميه,ent_treatment_948c17b9713d,النظافة اليومية,Treatment,1,"[""chunk_00114""]","[""ahd5k_02966""]"
النعناع,النعناع,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
النواقل,النواقل,ent_treatment_328642ab84d2,النواقل,Treatment,1,"[""chunk_00039""]","[""ahd5k_04866""]"
النوم جيداً,النوم جيدا,ent_treatment_df97f5e24856,النوم جيداً,Treatment,1,"[""chunk_00137""]","[""ahd5k_04817""]"
الهندباء البرية,الهندباء البريه,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
الوجبة الإفطار,الوجبه الافطار,ent_treatment_2c9d8c42194b,الوجبة الإفطار,Treatment,0,"[""chunk_00069""]","[""ahd5k_04701""]"
اليانسون,اليانسون,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
أنبوب,انبوب,ent_treatment_f3a613a63534,التغذية بالأنبوب,Treatment,0,"[""chunk_00144""]","[""ahd5k_01783""]"
اندرال,اندرال,ent_treatment_9318db295dde,الاندرال,Treatment,0,"[""chunk_00077""]","[""ahd5k_00189""]"
اورليستات,اورليستات,ent_treatment_60057f719d6c,اورليستات,Treatment,1,"[""chunk_00141""]","[""ahd5k_03627""]"
اوميبرازول,اوميبرازول,ent_treatment_c97970fb458a,اوميبرازول,Treatment,1,"[""chunk_00015""]","[""ahd5k_04382""]"
ايزومبرازول,ايزومبرازول,ent_treatment_90996a0e2d01,ايزومبرازول,Treatment,1,"[""chunk_00190""]","[""ahd5k_01066""]"
بابونج,بابونج,ent_treatment_91cb532e35c6,بابونج,Treatment,1,"[""chunk_00013""]","[""ahd5k_02556""]"
باندول فولت فاست,باندول فولت فاست,ent_treatment_2466e618d2bf,باندول فولت فاست,Treatment,1,"[""chunk_00124""]","[""ahd5k_00222""]"
بخاخات الماء والملح,بخاخات الماء والملح,ent_treatment_34b849dbecc0,بخاخات الماء والملح,Treatment,1,"[""chunk_00108""]","[""ahd5k_04444""]"
برامج رقية,برامج رقيه,ent_treatment_53d2565c0b22,برامج رقية,Treatment,1,"[""chunk_00022""]","[""ahd5k_03444""]"
بروبايوتيك,بروبايوتيك,ent_treatment_d440760c4700,بروبايوتيك,Treatment,1,"[""chunk_00112""]","[""ahd5k_04907""]"
بروفين,بروفين,ent_treatment_8b9727a6ed45,بروفين,Treatment,1,"[""chunk_00032""]","[""ahd5k_03085""]"
بريمولوت ن,بريمولوت ن,ent_treatment_02841a5b9786,بريمولوت ن,Treatment,1,"[""chunk_00146""]","[""ahd5k_00439""]"
بقلة يوحنا,بقله يوحنا,ent_treatment_84e0992b5157,شاي الأعشاب,Treatment,1,"[""chunk_00135""]","[""ahd5k_01394""]"
بكتيفلوكس,بكتيفلوكس,ent_treatment_c2daec36c810,بكتيفلوكس,Treatment,1,"[""chunk_00188""]","[""ahd5k_03524""]"
بلافكس,بلافكس,ent_treatment_af4d4bb1722f,بلافكس,Treatment,0,"[""chunk_00181""]","[""ahd5k_02732""]"
بنسلين,بنسلين,ent_treatment_70be4452db30,بنسلين,Treatment,1,"[""chunk_00001""]","[""ahd5k_03626""]"
بنسيلين,بنسيلين,ent_treatment_46930d71ed57,بنسيلين,Treatment,0,"[""chunk_00198""]","[""ahd5k_01255""]"
بيبي اسبرين,بيبي اسبرين,ent_treatment_b333a867faf6,الأسبرين,Treatment,0,"[""chunk_00032"", ""chunk_00048"", ""chunk_00078"", ""chunk_00079"", ""chunk_00181""]","[""ahd5k_02507"", ""ahd5k_02732"", ""ahd5k_02905"", ""ahd5k_03085"", ""ahd5k_03696""]"
بيفاسيزوماب,بيفاسيزوماب,ent_treatment_5ea001fbe018,بيفاسيزوماب,Treatment,1,"[""chunk_00032""]","[""ahd5k_03085""]"
تبديل الصمامات,تبديل الصمامات,ent_treatment_9a36b616695e,تبديل الصمامات,Treatment,1,"[""chunk_00081""]","[""ahd5k_02957""]"
تبديل صمام,تبديل صمام,ent_treatment_9a36b616695e,تبديل الصمامات,Treatment,0,"[""chunk_00081""]","[""ahd5k_02957""]"
تبييض,تبييض,ent_treatment_07c97c044791,تبييض,Treatment,0,"[""chunk_00120""]","[""ahd5k_01878""]"
تجنب المنتجات التي تحوي جلوتين,تجنب المنتجات التي تحوي جلوتين,ent_treatment_cbf0b7b10d4f,تجنب المنتجات التي تحوي جلوتين,Treatment,1,"[""chunk_00006""]","[""ahd5k_00812""]"
تدليك القلب,تدليك القلب,ent_treatment_57dc56a67c59,تدليك القلب,Treatment,1,"[""chunk_00193""]","[""ahd5k_00235""]"
تستيرون,تستيرون,ent_treatment_bda1067a70d1,تستيرون,Treatment,1,"[""chunk_00019""]","[""ahd5k_03453""]"
تطعيم,تطعيم,ent_treatment_026f10d47b4b,تطعيم,Treatment,1,"[""chunk_00101""]","[""ahd5k_01611""]"
تطويل العظم,تطويل العظم,ent_treatment_5947f4c8a22d,تطويل العظم,Treatment,1,"[""chunk_00155""]","[""ahd5k_02487""]"
تغذية,تغذيه,ent_treatment_451ebfb7cce2,التغذية,Treatment,0,"[""chunk_00114""]","[""ahd5k_02966""]"
تغذية بالأنبوب,تغذيه بالانبوب,ent_treatment_f3a613a63534,التغذية بالأنبوب,Treatment,0,"[""chunk_00144""]","[""ahd5k_01783""]"
تفريش,تفريش,ent_treatment_48d78ab2fe1d,التفريش,Treatment,0,"[""chunk_00114""]","[""ahd5k_02966""]"
تقوية المناعة,تقويه المناعه,ent_treatment_e341edad55d8,تقوية المناعة,Treatment,1,"[""chunk_00006""]","[""ahd5k_02124""]"
