question,answer,entity_type,canonical_name
"السلام عليكم
دورتي الشهرية متوقفة منذ شهرين مع أني لست حامل",افحصي سونار,DiseaseCondition,دورتي الشهرية متوقفة
"لدي بروز في الضلع الاخير في الجهة اليسرا
وسبب الآم لي عند التنفس فعملت اشعة للكبد والكلى
لتأكد من عدم وجود تضخم فظرت النتيجة سليمة
لكن مازلت اشعر بالام فما...","بروز الضلع الاخير حالة شائعة بين عامة الناس و خاصة اذا كان المريض نحيفا, المشكلة التي تعانين منها هي التهاب الاعصاب المغذية لعضلات القفص الصدري. مع الشهيق تتوسع المسافة و بالتالي اطالة العضلات و اثارة العصب مما يسبب الالام. يجب قدر الامكان الابتعاد عن المكيفات و اخذ بعض المسكنات و ستختفي المشكلة",DiseaseCondition,التهاب الاعصاب
"ممكن تشخيص لتحليلى للبول microscpical وهل لدى مشكله
Pus cells (25_30)
Crystals(triple phosphare ++)
Epithlial(++++)
R.b.cs(5_7)","التشخيص هو وجود التهابات في المسالك البوليه
وعلى الاغلب وجود التهابات مهبليه كذلك
راجعي الطبيب",Test,تحليلى للبول
ظهور. خط خفيف جداً في التست بعد انقطاع الدورة لمدة5 ايام هل علامة حمل؟ ام قرب للدورة الشهرية؟.. اي انه هل من الممكن ان يظهر خط خفيف كعلامة لقرب الدورة؟؟...,لا يظهر بدون حمل,Test,التست
"لماذا عندما اتناول التفاح استفرغ فورا مع انني في الصغركنت اكل التفاح بشكل كبير
اما اليوم فانا احاول لاكن دون جدوى استفرغ فورا",لا تجبر نفسك على شيء حتى لا تعاني منه لاحقا ، دع الجسم يتصرف على طبيعته ويأخذ ما يشاء ويرفض ما يشاء ، ولا تخلق منها مشكلة، فلو كان التفاح ضروريا لوجدت ألف طريقة لإدخاله إلى المعدة. والجسم بآليته الخاصة يعرف ما يلزمه ويأخذه رغم كل شيء.وهناك فواكه كثيرة تحتوي على الفيتامينات الموجودة في التفاح فعليك بها.,Symptom,استفرغ
ما هى المده التى ياخذها جسم الانسان اذا كان شاب فى تكوين اجسام مضاده للفيروسات الكبديه وهل من الممكن ان يبدا الفيرس بمهاجمة الكبد خلال هذه الفتره وظهور الاعراض وعند...,"يضمن اللقاح الوقاية من عدوى التهاب الكبد الفيروسي ب. والقاح يحتوي على واحد من البروتينات المغلفة للفيروس، وهو المستضد الموجود على السطح الخارجي لفيروس بي (HBsAg). وهي مصنعة بواسطة خلايا فطر الخميرة، المدرج بداخلها الشفرة الوراثية لل HBsAg. مقرر مكون من (3) جرعات، الثانية تؤخذ بعد شهر واحد على الأقل من الجرعة الأولى والثالثة تؤخذ بعد الجرعة الأولى بستة أشهر.[1] بعد ذلك ينشئ جهاز المناعة أجسام مضادة ل HBsAg في الدم. وتعرف الأجسام المضادة ل HBsAg ب anti-HBsAg هذه الأجسام المضادة وذاكرة جهاز المناعة يوفر الحصانة ضد العدوى بالتهاب الكبد الفيروسي ب.
وهناك مجموعة من اللقاحات المتوفرة في السوق. في الوقت الحاضر لقاحات مصنعة بواسطة تكنولوجيا [[الهندسة الوراثية]] متوفرة، وهو ما يعني أنها تنتج عن طريق إدخال الوحدة الوراثية لالتهاب الكبد الفيروسي البائي في الخميرة المعروفة حيث يتم زرعها، وتجميعها، وتنقيتها. لا يمكن أن تحدث عدوى التهاب الكبد الفيروسي بي نتيجة أخذ اللقاح. كل هذه التطعيمات تؤخذ في العضل
على الرغم من أن في البداية كان يعتقد أن لقاح التهاب الكبد باء لا توفر الحماية لأجل غير مسمى، ولكن هذا لا يعتبر أمرا بالغ الأهمية الآن. وكانت تقارير سابقة قد اشارت إلى ان التطعيم الفعال لتوفير غطاء بين خمس وسبع سنوات، ولكن في وقت لاحق أنه تم تقدير هذا المدى الطويل للحصانة مستمد من الذاكرة المناعية التي تدوم وتعوض فقدان الأجسام المضادة وبالتالي إعطاء جرعات معززة أو اختبارها لم يعد مطلوبا في الأشخاص ذوي المناعة الجيدة الذين تلقوا التطعيم. وبالتالي مع مرور الوقت وبعد التجربة، أظهرت حماية قد لا تقل عن 25 سنة في أولئك الذين أظهر استجابة أولية كافية للمقرر الأول من التطعيمات، والمبادئ التوجيهية في المملكة المتحدة تشير الآن إلى أن الذين أظهروا استجابة أولية ويحتاجون إلى حماية مستمرة، مثل العاملين بالرعاية الصحية، يحتاجون فقط لجرعة واحدة معززة في 5 سنوات.",Treatment,اللقاح
انا لدي قولون عصبي نصفي اي انني احس بألام الجزء الايمن منه فقط(1-هل هذا طبيعي)، لدي غازات كثيرة.،اريد ان اعرف اذا كان هذا المرض يمكن ان يسبب ألام في الرجل...,"أعراض القولون العصبي :ألم في البطن ، والانتفاخ ، وعدم الراحة هي الأعراض الرئيسية للمرض. ومع ذلك ، يمكن أن تختلف الأعراض من شخص لآخر. بعض الناس يعانون من الإمساك ، والذي يعني صعوبة تمرير البراز ، أو ندرةحركات الأمعاء . هؤلاء الناس في كثير من الأحيان يشكون من توتر وتشنج عند محاولة الحصول على حركة الامعاء ولا يمكنهم البراز ، أو إخراج كمية صغيرة فقط. وإذا حصل البراز يكون مصحوباً بمخاط ، وهو السائل الذي يرطب ويحمي الممرات في الجهاز الهضمي. بعض المرضى الذين يعانون من الاسهال ، ويكون البراز متكرراً ، رخواً، مائياً ،.بعض الناس تشعر في كثير من الأحيان مع الإسهال بحاجة ملحة لا يمكن السيطرة عليها للبراز . والبعض الآخر من الناس يتناوبون الامساك والاسهال. الناس في بعض الأحيان تجد أن الأعراض تهدأ لبضعة أشهر ثم تعود، والبعض الآخر يشكون من تدهور مستمر من الأعراض مع مرور الوقت.
كما يشير اسمها ، هي متلازمة القولون العصبي ، مجموعة من العلامات والأعراض. القولون العصبي لا يؤدي إلى أمراض خطيرة ، بما في ذلك السرطان. على مر السنين ، فقد سميت المتلازمة بالعديد من الأسماء ، من بينها التهاب القولون ، التهاب القولون المخاطي والقولون التشنجي أو الأمعاء تشنجي. ومع ذلك ، لم يثبت وجود صلة بين المتلازمة وامراض التهابات الامعاء مثل مرض كرون أو التهاب القولون التقرحي.
ننصحك بزيار طبيب باطنية لعمل فحص عام لتحديد التشخيص وعمل فحص للبراز.",DiseaseCondition,قولون عصبي
21 ثدي الايمن اصغر قليلا من ثدي الايسر ويوجد ف ثدي الايمن من بدايه الثدي ورم طولي وعند رفع ذراعي يختفي لكني اشعر احيانا بثقل قيه اما تحت الابط يظهر...,من الطبيعي أن يختلف الحجم بين الثدي الأيمن والثدي الأيسر. ويحدث بعض التغيرات والإنتفاخات يالثدي وتحت الإبط قبل الدورة الشهرية وخلالها.,DiseaseCondition,ورم طولي
إبني عمر 6 سنوات و يعاني من حساسية الصدر أعطيه بخار الفنتولين و الأتروفين و شراب الزيلون .هل الفيس يفيد أم لا,غير واضح السؤال,DiseaseCondition,حساسية الصدر
اعاني من الصغر بضعف المناعه وهذا يسبب لي بعض الامراض مثل قرح وفطريات الفم والبرد ومشاكل في التحام الجروح حيث تترك ندبات فما الحل,"جهاز المناعة هو مجموعة متعددة من الأعضاء والخلايا والبروتينات أنعم الله بها على الإنسان لكى يتمكن من مقاومة الكائنات الحية الأخرى التى قد تهاجم الجسم مثل الميكروبات أو للسيطرة على بعض وظائف الجسم التى قد تتطرف فى عملها فتؤدى إلى ظهور أمراض المناعة الذاتية أو الحساسية أو إلى حدوث أورام . ومن أهم الأعضاء التى تقوم بوظائف مناعية هى الجلد الذى يحمى من إختراق الميكروبات والغدة السيموزية (Thymus) والتى توجد داخل الصدر منذ نشأة الجنين داخل الرحم وتنشأ بها بعض الخلايا المناعية الهامة (الخلايا الليمفاوية ت) وأيضاً الطحال والغدد الليمفاوية وكذلك الأمعاء والتى تمثل حائل دون إمتصاص بعض المواد الضارة فى الرضع والكبد الذى ينتج بعض البروتينات الهامة وغيرها. ومما هو جدير بالذكر أن كل أعضاء الجسم تحتوى على وسائل دفاعية أو خلايا مناعية لحماية الإنسان .
والخلايا المناعية متعددة فمنها كرات الدم البيضاء الأكولة والتى تهاجم الميكروبات بصورة مباشرة أثناء وجودها بالدورة الدموية والخلايا الأكولة الثابتة بالأغشية والتى تلتهم الميكروبات وتقوم بتقديمها للخلايا الليمفاوية لكى تتعرف عليها وتقوم بالتعامل معها عند التعرض لها مستقبلياً . والخلايا الليمفاوية هى التى تقود جهاز المناعة فى الأربعة سنوات الأولى من العمر حيث تكون باقى أجزاء جهاز المناعة غير ناضجة فيرتفع عددها فى دم الرضع والأطفال وكلما تعرض الطفل لعدوى بكتيرية تتضخم الغدد الليمفاوية مثل الموجود بالرقبة والتى تظهر عند إلتهاب اللوزتين وقد يزداد أيضاً حجم الطحال والذى يعمل عندئذ كغدة ليمفاوية كبيرة .
والخلايا الليمفاوية نوعان : النوع الأول "" ت "" (T lymphocytes) يعتبر خلية مركزية تسيطر على معظم جهاز المناعة فمنها المحفز ومنها المثبط ومنها المنظم لعمل النوعين الآخرين . أما النوع الثانى "" ب "" فيقوم بتحفيز وإفراز الجلوبيولينات المناعية (الأجسام المضادة المناعية) والتى تقاوم البكتيريا والفيروسات والفطريات ومنها نوع أ (IgA) و ج (IgG) و م (IgM) و هـ (IgE) و د (IgD) . ومن البروتينات الهامة أيضاً لجهاز المناعة نوع يطلق عليه البروتينات التكميلية (Complement) وتمثل جهاز دفاعى آخر لجسم الإنسان . ونقص عمل جهاز المناعة يعنى نقص كفاءة أى من هذه الأجهزة السالف ذكرها والذى قد يحدث خلقياً (تكوينياً) فيولد به الطفل أو يحدث فيما بعد ويسمى نقص المناعة المكتسب.
الأعراض التى تدل على نقص المناعة ؟
الطفل الذى يعانى من نقص وظيفى بجهاز المناعة معرض للعدوى الميكروبية بصورة شديدة يصعب السيطرة عليها بالعلاجات المعتادة فمثلاً الإصابة بتسمم جرثومى بالدم أو إلتهاب سحائى أو إلتهاب بالعظام مرتين فأكثر أو التهابات بكتيرية شديدة بالأغشية الخلوية والغدد الليمفاوية أو التهابات صديدية بالأذن ثلاثة مرات متلاحقة فأكثر . كذلك الالتهابات الميكروبية بأماكن غير معتادة مثل الخراريج بالكبد أو المخ أو الخراريج المتكررة بالجلد أو العدوى بميكروبات غير معتادة مثل بعض الفطريات والتى يتم تشخيصها من خلال المزرعة . وأيضاً حدوث التهابات بميكروبات عادية من التى تصيب كل الأطفال ولكن بصورة شديدة غير معتادة فبدلاً من أن تؤدى إلى التهاب الحلق أو دمل بالجلد تسبب التهاب سحائى أو إسهال مذمن أو تقيح شديد بالجلد أو التهاب رئوى شديد مما قد يتطلب العلاج بالمستشفى .
ومن الضرورى أن نأخذ فى الاعتبار أن ليس كل طفل يعانى من العدوى المتكررة مصاباً بخلل وظيفى فى جهاز المناعة ولكن توجد أسباب طبيعية لتكرار العدوى وهى أكثر انتشاراً من أمراض نقص المناعة . وعلى سبيل المثال فإن الإختلاط المبكر فى الحضانات قبل نضوج جهاز المناعة أى قبل سن 4 سنوات يؤدى إلى انتشار الفيروسات والميكروبات بين الرضع والأطفال خصوصاً لو كانت الأم تعمل وتضطر إلى إرسال طفلها للحضانة وهو مريض فتنتشر العدوى إلى أقرانه ثم ينقلون العدوى له بعد أن يشفى وهكذا .
كما تنتشر العدوى بسبب سوء التهوية فى المنازل والفصول وأتوبيسات المدارس نظراً لعادة غير صحية حيث يغلق البعض النوافذ خوفاً من البرد بينما يحتشد الأطفال داخل المكان سئ التهوية فتنتقل الميكروبات فيما بينهم .
بالنسبة لنقص المناعة الأولى (الخلقى) فإن منه أنواع وراثية وأنواع أخرى غير معلومة المنشأ ولكن بالفحص الإكلينيكى يمكن أن يتوقع الطبيب وجود خلل بوظائف المناعة فعلى سبيل المثال قد يتأخر سقوط السرة فى الوليد مع وجود تقيح بها أو قد تؤدى حقن التطعيمات إلى أثار أو تشوهات بالجلد أو قد توجد بعض الملامح على الطفل توحى ببعض من هذه الأمراض كما قد يوجد تضخم بالكبد والطحال أو اضطرابات بالجهاز الهضمى أو الجهاز العصبى مصحوبة بعدوى متكررة كما سبق ثم عندئذ يقوم الطبيب بعمل بعض الفحوص المعملية والتى توضح كفاءة عمل جهاز المناعة مثل قياس نسبة الأجسام المضادة المناعية وخصوصاً النوع أ (IgA) والتى يعد نقصها الأكثر شيوعاً فى أمراض نقص المناعة وكذلك صورة دم كاملة وهى تعطى فكرة عن خلايا الدم البيضاء الليمفاوية والأكولة وكذلك الصفائح الدموية والتى ينقص عددها فى أحد أمراض نقص المناعة وسرعة الترسيب والتى ترتفع فى بعض الالتهابات المزمنة . كما قد يطلب الطبيب عمل فحوص لمعرفة استجابة الطفل للطعوم البكتيرية المعتادة واختبارات لوظائف كرات الدم الأكولة وللبروتينات التكميلية. وفى حالة وجود خلل ببعض هذه الاختبارات يجب عمل فحوص أخرى متقدمة لمعرفة نوع نقص المناعة بالتحديد حيث أن أمراض نقص المناعة متعدد جداً ويختلف العلاج فيها كثيراً.
أما نقص المناعة المكتسب والذى قد ينشأ من بعض الأمراض الآخرى مثل سوء التغذية أو تناول بعض العقاقير مثل الكورتيزون أو العلاج الكيميائى أو الأوذيما الكلوية أو الإصابة ببعض الفيروسات مثل فيروس نقص المناعة المكتسب (الأيدز AIDS) فإن التشخيص يكون ملحقاً بتشخيص المرض المسبب.
التعامل مع مريض بنقص المناعة
المريض ناقص المناعة معرض للعدوى البكتيرية والفيروسية أكثر كثيراً من الطفل الطبيعى وخصوصا إذا كان نوع نقص المناعة لديه غير قابل للتعويض بالأجسام المضادة المناعية عن طريق الحقن . يجب على الأسرة مراعاة بعض الاحتياطات لحماية هذا الطفل ومنها الآتى:
– تجنب وجود الطفل فى الأماكن المزدحمة سيئة التهوية.
– عدم تقبيل الطفل وخصوصاً من الوجه.
– منع أى مريض بعدوى ميكروبية من الاقتراب من الطفل وإذا كان لابد من الاختلاط فيفضل إرتداء القناع الواقى لتغطية الأنف والفم.
– الاهتمام بنظافة الطفل الشخصية مثل نظافة ملابسه والاستحمام اليومى وغسل يدين الطفل بالماء والصابون مرارا وتكراراً يومياً.
– يجب على الأشخاص المنوطين بالعناية بالطفل غسل اليدين بالماء والصابون قبل التعامل معه حيث ثبت أن اليدين هم أكثر أعضاء الجسم نقلا للميكروبات.
– الاهتمام بنظافة غذاء الطفل حيث يفضل تناول الأطعمة التى تعرضت للتسخين الشديد مسبقاً وفى حالة تناول أطعمة طازجة تغسل بالماء والصابون وتجفف جيداً قبل الأكل وكذلك تغسل أوعية وأدوات تناول الطعام بالماء الساخن.
– غلى مياه الشرب وحفظها فى زجاجة مغطاة لحين الاستخدام.
– يفضل عدم الإحتفاظ بحيوانات أليفة بالمنزل.
– الفحص الدورى للطفل لإكتشاف العدوى الميكروبية وعلاجها مبكراً وكذلك اكتشاف أى مضاعفات أخرى وكذلك فحص أشقاء الطفل وكل المخالطين بالمنزل دوريا لتجنب إصابته بالعدوى الميكروبية منهم.
– فى بعض الأحيان قد يصف الطبيب المتخصص فى المناعة بعض العقاقير الواقية للطفل وفى هذه الحالة يجب تناولها بدقة وبالجرعات الموصوفة لتجنب حدوث مقاومة من جانب الميكروبات للمضادات الحيوية المستخدمة ويجب تجنب إستخدام المضادات الحيوية عشوائيا وبدون اللجوء للطبيب.
– يجب على الوالدين قياس درجة حرارة الطفل دوريا وملاحظة افرازات الأنف والبصاق ومراقبة البول والبراز وملاحظة أى طفح جلدى وابلاغ الطبيب عند حدوث أى علامات غير صحية أو تغير فى سلوك الطفل أو شهيته مع الأخذ فى الاعتبار أن بعض مرضى نقص المناعة قد يصابون بعدوى بكتيرية شديدة بدون ارتفاع فى درجة الحرارة مع ذلك قد تتطور الحالة سريعا وتسبب مضاعفات متعددة.
– الرجوع للطبيب المتخصص قبل إعطاء الطفل ناقص المناعة أى تطعيمات حيث أن بعض الطعوم لا يمكن استخدامه فى معظم أنواع نقص المناعة، كما أن فى بعض أنواع نقص المناعة الوراثى تكون الإستجابة لبعض الطعوم ضعيفة وأيضاً توجد بعض الطعوم الخاصة التى يجب إعطاءها للطفل المصاب بنقص المناعة تحت إشراف الطبيب المتخصص.
يوجد علاج فعال للكثير من أمراض نقص المناعة الوراثية يؤدى الى السيطرة على الأعراض ويسمح للطفل بممارسة حياته بصورة طبيعية مع الأخذ بأسباب الوقاية السابقة. على سبيل المثال فإن أمراض نقص المناعة الناتجة عن نقص تصنيع الجلوبيولينات (الأجسام المضادة) المناعية (antibody deficiency disorders or humoral immune deficiency) يمكن السيطرة عليها بحقن الطفل بالأجسام المضادة المناعية فى الوريد (IVIG) مرة شهريا وهذا العلاج برغم إرتفاع تكلفته متوفر فى مستشفيات الجامعة والتأمين الصحى . والطفل الذى يتناول هذا النوع من العلاج يجب متابعته بقياس نسبة الجلوبيولين المناعى ج فى الدم حيث يجب المحافظة على تركيز معين له ( أعلى من 500 مجم /100 مللى من المصل) لكى يحمى الطفل من العدوى الميكروبية بإذن الله وفى كل المرضى فإن حقن الجلوبيولينات المناعية الوريدى يجب أن يتم فى المستشفى وتحت إشراف طبى دقيق لتجنب المضاعفات التى قد يسببها مثل نوبات الحساسية المفرطة.
وهذا النوع من العلاج ممنوع إستخدامه فى أحد أنواع نقص المناعة وهو مرض نقص الجلوبيولين المناعى أ المحدود ( Selective IgA deficiency) حيث أن حقن الطفل بالجلوبيولينات المناعية فى هذه الحالة يمكن أن يفقده حياته كما يجب عدم إعطاء الطفل المريض بهذا النوع من نقص المناعة بروتينات البلازما أو الدم المحتوى على البلازما فى الوريد حتى لا يؤدى الى نفس الخطورة على حياته ولحسن الحظ فإن الطفل المصاب بنقص الجلوبيولين المناعى أ المحدود يكون أفضل حالا من مرضى باقى أنواع نقص المناعة من حيث خطورة العدوى الميكروبية ويمكن بفضل الله أن يمارس حياته بصورة طبيعية بمجرد الإلتزام بالإجراءات الوقائية السابق ذكرها ولحسن الحظ أيضا فإن نسبة من الأطفال المرضى بنقص الجلوبيولينات المناعية تكون الأعراض فيهم مؤقتة وتتحسن بمرور الأعوام مثل مرض النقص المؤقت للجلوبيولين المناعى أ.
أما أمراض نقص المناعة الخلوية (cell mediated immune deficiency) و كذلك الأنواع المختلطة من نقص المناعة(combined immune deficiency) فيكون علاجها أكثر صعوبة وقد تحتاج لزرع نخاع العظم والذى يكون شافيا بفضل الله فى بعض الأنواع وعموما فإن هؤلاء الأطفال عادة يحتاجون الى تناول عقاقير واقية بصفة مستديمة مثل المضادات الحيوية ومضادات الفطريات وبعض الطعوم الواقية وبعض هذه الأمراض قد يحتاج للحقن بالجلوبيولينات المناعية بين الحين والآخر وكذلك إستخدام متكرر لمضادات الفيروسات.وبالنسبة لنقص المناعة المكتسب والذى قد ينشأ من بعض الأمراض الأخرى مثل سوء التغذية أو الأوذيما الكلوية أو الناتج من العلاج بالكورتيزون ومثبطات المناعة والعلاج الكيميائى فإن علاجه يكون بعلاج المرض المسبب وعادة ما يكون نقص المناعة مؤقتا فى هذه الحالات ويزول بزوال المسبب ويستجيب الطفل للإجراءات الوقائية السابق ذكرها. أما لو كان سبب نقص المناعة المكتسب هو الإصابة بفيروس نقص المناعه (HIV) المسبب لمرض الإيدز (AIDS) فان الطفل يكون محتاجاً لرعاية من نوع مختلف",DiseaseCondition,ضعف المناعه
انا اوقف تدخين منذ يوم ولا اعرف اتنفس مثلمآ كنت ادخن واريد الحل هل الجئ للتدخين ام هناك حل للعلم ادخن منذ 5سنوات,اعراض انسحاب من التدخين بسبب زيادة نسبة الاكسجين في الدم الناتج عن انقطاعك عن التدخين ، تختفي مع الوقت ، البدايه تكون صعبه و من ثم تحسن ملحوظ بتحسن التنفس و التذوق والرائحه ٢-٣ ايام ، بعد اسبوعين - ثلاثة تحسن ملحوظ في الدوره الدمويه و عدد دقات القلب ، تمنياتي بالتوفيق والنجاح بالاقلاع,DiseaseCondition,اعراض انسحاب من التدخين
امي تبلغ من العمر 53 سنه تناولت قرص واحد من حبوب سيبتادين بغرض فتح الشهية حدثت معها دوخه ووجع في الرأس وكسل اسهال الأن مرت اربعة ايام ولم تذهب هذه...,"ينصح مراجعة اخصائي هضمية وكبد فاستمرار هذه الاعراض تؤدي الى فقدان سوائل الجسم وهبوط الضغط وزيادة الشكوى , من الضروري عدم الابطاء من اجل تعويض السوائل المفقودة ولحماية الكلى",Treatment,سيبتادين
حامل في نهاية سادس احس بثقل وتوسع بالمهبل من الخارج والاحظ عن الضغط وجود طابه لحميه من الامام استشرت طبيب قال ليس هبوط انما من حمل اريد ان اطمئن اكثر...,غالبا يخف بعد الولادة,Symptom,ثقل وتوسع بالمهبل
ابني عند ولادته كان يوجد بقلبه ثقب ولم يعطوه اللقاح الا مرة واحدة وعمره الان 7 اشهر واجرو له ايكو للقلب وقالو بانه تحسن جيدا فهل اكمل له اللقاحات واعوضها,ممكن التنسيق مع طبيب الأطفال و إجمالا يجب استكمال اللقاحات بمعظمها حتى بوجود ثقب في القلب,DiseaseCondition,ثقب في القلب
"PREFERTIL هذا الدواء اعطته الدكتورة لزوجتي
اريد معرفة السبب وما فوائده ومضعافاته",هو تشكيلة متنوعة من الفيتامينات و المعادن و العناصر الاساسية للجسم و يساعد على قيام الجسم بالوظائف اليومية و تقليل الشعور بالتعب و الارهاق و يقلل من تساقط الشعر و يحسن من شكل البشرة و الاظافر على المدى البعيد من الاستخدام و ليس له مضاعفات خطيرة لكن يجب الحذر من استخدامه اثناء الحمل,Treatment,PREFERTIL
هل كرات الدم البضاء اذا كان هناك نقص بها بنسبه بسيطه تعنى الاصابه بمرض خاصه وانا اعانى من انيميا,"هناك أسباب متعددة تـُحْدث قلة العدلات على رأسها
١-أمراض الدم الخبيثة كلـَّها بسبب استعمار النقي،
٢-وبعض الأخماج كالحمى التيفية والمراحل الباكرة للأخماج الفيروسية والإنتانات الصاعقة حيث يزداد استهلاك العدلات على إنتاجها،
٣-وفي فرط الطحالية وفقر الدم الوبيل وبعض أمراض الكولاجين كالذأب الحمامي ومتلازمة فيلتي Felty syndrome
٤-وتشاهد بعد استعمال الأدوية السامّة للخلايا وفي حالات أخرى كثيرة. أمّا ندرة المحببات فإنـّها في أكثر من 60% من الحالات تنجم عن استعمال بعض الأدوية كمضادات الالتهاب غير الستيروئيدية مثل الأمينوبيرين والإندوميثاسين والفينيل بوتازونال Aminopyrine' Amidopyrine' Phenylbutazone' Indomethacin وبعض المهدئات مثل الكلوربرومازين Chlorpromazine ومضادات الاختلاج مثل كاربامازينCarbamazepine ومضادات الدرقية Propylthiouracil و Methamizol وبعض المضادات الحيوية الكلورأمفينيكول والمثيسيلينمثل Chloramphenicol و Methicillin ومركبات السلفا والمدرَّات مثل الثيازيدThiazide وخافضات الضغط الكابتوبريلCaptopril. تحدث ندرة المحببات التالية لإستعمال الأدوية إما بسبب التأثير السِّمي المباشر على السلسلة المحببة في النقي أو بسبب تشكـّل أضداد المحببات بآلية مناعية.
راجعقلة البيض في القاموس.",Test,كرات الدم البضاء
أشعر بألم قوي برأسي تقريبا كل يوم وصرلي على هالوضع شهر ما سبب هذا الألم. أيام أستيقظ من النوم ورأسي يؤلمني كثيرا على العلم أن عندي مشكلة بالجيوب الأنفية شو...,من الواضح انك تعانى من نوبات من الصداع الحاد نتيجة التهابات مزمنة بالجيوب الانفية ننصحك بعمل اشعة رنين مغناطيسى او اشعة بانوراما على الجيوب الانفية والتواصل مع الزميل استشارى الانف والاذن فى بلدك للعلاج والمتابعة معه حتى الشفاء التام انشاءالله,DiseaseCondition,التهابات مزمنة بالجيوب الانفية
انا بخود هيمامكس و سترس تابس فيهم ضرر على الحمل,تأكدي من أنهما لا يحتويان على فيتامين أ وينصح بمراجعة طبيبك لاعطائك الفيامينات الضروية للحمل,Treatment,هيمامكس
انا امارس العادة السرية بكثرة ، وقبل يومين شعرت بعد الاستمناء بخفقان قوي ف القلب ورعشه ف الجسم وهو يحصل اول مرة لي هل يمكن ان يؤثر هذا على العلاقة...,يمكن أن يؤثر من الناحية النفسية والعاطفة,Symptom,خفقان قوي ف القلب
علاقه سطحيه بكامل الملابس .الطرفين يلبسون جينز ولباس داخلى .وقذف الشاب داخل ملابسه وهو مستلقى ع بطنه بعيد عن ملابس الفتاه وعضوها التناسلى هل يحدث حمل بهذه الطريقه؟انا قلق جدا,صعب حدوث الحمل بهذه الطريقة، فلا منويات ولا بويضة ولا تلقيح!!!,DiseaseCondition,الحمل
عمري 30لدي تسرع بالقلب مترافق مع برودة في الجسم وخاصة الركبتين واجريت الكثير من التحاليل والصور وكانت جمبعا سليمة,اختي الفاضله رجاء مراحعة طبيب قلب لان أسباب الخفقان كثيرة منها ما هو نفسي وعصبي وهرموني وقلبي ومجهول السبب وغير ذلك، وإذا لم يتم رصدها في التخطيط العادي هناك جهاز تسجيل لمدة 24 ساعة (هولتر) يوفر الفرصة لرصده للتحقق من طبيعتها ومن ثم علاجها حسب نوعها,Test,هولتر
سؤالي هو هل النسيان و عدم التركيز بشكل خطر على حياة الإنسان ؟ و هل هنالك حل و ايضا هل هناك علاج لجفاف العيون + معانات نقص النضر و الحساسية...,"مرحبا
بامكانك اخذ قطرة مرطبة للعين مثل
systane ultra eye drop
اربع مرات يوميا .
ايضا الاهتمام بالاكل الصحي",Symptom,النسيان و عدم التركيز
الم شديد بمنطقة الشرج خاصة بعد الحمام و يستمر لساعات و ذلك من شهور حيث يوجد تشققات حول منطقة الشرج و تم تشخيصي مرتين مره ناسور و مره شرخ شرجي...,من إختلاطات الشق الشرجي حدوث التهاب جرثومي. مما يعطي اعراض الشق الشرجي مع أعراض الناسور.... الرنين المغناطيسي مفيد قبل العمل الجراحي...القرار النهائي لحالتك هو الجراح المعالج...,DiseaseCondition,الشق الشرجي
أين يقع البنكرياس,يقع البنكرياس في اعلى البطن خلف المعدة.,DiseaseCondition,البنكرياس
هل نزول الدورة الشهرية جامد للبنت ليه علاقة ان ممكن بعد الزواج غشاء البكارة لايكون مؤلم وواسع ولا يؤلمها ف اول علاقة ف ليلة الزفاف,ليس له علاقة بكل هذا، ربما من التغذية أو الحالة الصحية!!,DiseaseCondition,غشاء البكارة
"ابني عمره 6 سنوات تعرض لاصابة جرح تحت اللسان من قلم رصاص
ماهو الاسعافات الاولية","اولا يجب ايقاف النزيف و ذلك يعتمد على شكل و حجم الجرح
وضع ضماده او شاش على مكان الجرح لمده 10 دقاءق
و من ثم اخذ مضاد حيوي لمنع التهاب الجرح
و يوجد بالصيدليات كريمات داخليه لمثل هذا النوع من الجروح و تقرحات اللسان",DiseaseCondition,جرح تحت اللسان
شعرت بيوم عند الاستيقاظ من النوم بدوخة وايدى ورجلى مثلجة وعند ذهابى الى المشفى تم قياس الضغط وجد انه 160/120 مرتفع فتم اخذ نصف قرص تحت اللسان لتقليل الضغط ومعا...,"يجب عمل دراسة من خلال المتابعة مع طبيب لمعرفة ما اذا كنت تعاني من الضغط العالي ام ان ما حصل هو عرضي وبالتأكيد يجدب عمل فحوصات من خلال الطبيب لها علاقة بالضغط العالي
اذا تأكد انك تعاني من الضغط العالي فالرياضة ضرورية والمحافظة على الوزن المثالي والاكل المتوازن البعيد عن ملح الطعام لكن كل هذا رهن بالمتابعة ودراسة وضعك وضغطك",DiseaseCondition,الضغط العالي
