query_id,source_entity_id,graph_relation_type,target_entity_id,evidence_rank,hybrid_score,evidence_relevance,qa_id,evidence,reason,edge_id,edge_direction
trial_query_114,ent_test_2b2550da4a44,INVESTIGATES,ent_symptom_c81532a33515,1,0.363937,0.142857,ahd5k_02292,فحص الجرثومة الحلزونية,Test is explicitly mentioned to investigate stomach pain.,rel_seed_b3cc817a83f9e586__inverse,inverse
trial_query_115,ent_symptom_42ad4acdebc5,INVESTIGATED_BY,ent_test_c4cfd2d6468c,1,0.881606,1.0,ahd5k_01537,اشعة بالصبغة,X-ray with contrast is explicitly mentioned as the investigative method for the symptom of body pain.,rel_seed_11af4134e6087155,direct
trial_query_115,ent_symptom_fd750eeb2865,INVESTIGATED_BY,ent_test_c4cfd2d6468c,1,0.877856,0.9375,ahd5k_01537,اشعة بالصبغة,X-ray with contrast is explicitly mentioned as the investigative method for the symptom of swelling.,rel_seed_b0669eae8f21f480,direct
trial_query_115,ent_test_c4cfd2d6468c,INVESTIGATES,ent_symptom_42ad4acdebc5,1,0.841606,1.0,ahd5k_01537,اشعة بالصبغة,X-ray with contrast is explicitly mentioned as the investigative method for the symptom of body pain.,rel_seed_11af4134e6087155__inverse,inverse
trial_query_115,ent_test_c4cfd2d6468c,INVESTIGATES,ent_symptom_fd750eeb2865,1,0.837856,0.9375,ahd5k_01537,اشعة بالصبغة,X-ray with contrast is explicitly mentioned as the investigative method for the symptom of swelling.,rel_seed_b0669eae8f21f480__inverse,inverse
trial_query_115,ent_test_c4cfd2d6468c,DIAGNOSES,ent_diseasecondition_190a32dbb9bd,1,0.780703,0.1875,ahd5k_04844,أشعة,أشعة مذكورة كوسيلة لتشخيص خراجات اللثة المرتبطة بتسوس الأسنان,rel_seed_892989157e377bf9__inverse,inverse
trial_query_115,ent_test_c4cfd2d6468c,DIAGNOSES,ent_diseasecondition_16cf4e77b755,1,0.776953,0.125,ahd5k_00114,اجراء صورة اشعة عادية للحوض,X-ray directly used to diagnose inflammation,rel_seed_e970be45ddb963ae__inverse,inverse
trial_query_115,ent_diseasecondition_16cf4e77b755,DIAGNOSED_BY,ent_test_c4cfd2d6468c,1,0.728153,0.125,ahd5k_00114,اجراء صورة اشعة عادية للحوض,X-ray directly used to diagnose inflammation,rel_seed_e970be45ddb963ae,direct
trial_query_115,ent_diseasecondition_4c4500ee0d57,DIAGNOSED_BY,ent_test_c4cfd2d6468c,1,0.728153,0.125,ahd5k_02003,عمل صورة أشعة للرأس,الأشعة تُستخدم لتأكيد عدم وجود ارتجاج دماغي,rel_seed_a0a9cb310e2c0172,direct
trial_query_116,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,1,0.75576,0.235294,ahd5k_01294,مرض السكري وضغط الدمز,Direct co-occurrence with explicit disease-symptom relationship,rel_seed_bd9e5c6d36b9dbdb,direct
trial_query_116,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,2,0.75576,0.235294,ahd5k_02607,مرض السكري وضغط الدم,Direct disease-symptom relationship established,rel_seed_1a25f42f93f6f380,direct
trial_query_116,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,3,0.75223,0.176471,ahd5k_04912,مع العلم أن المريض يعاني من مرض السكر,Explicit disease-symptom relationship,rel_seed_b3536762c6f85e02,direct
trial_query_116,ent_symptom_724e59ded899,SYMPTOM_OF,ent_diseasecondition_380db6d92562,1,0.69176,0.235294,ahd5k_02607,مرض السكري وضغط الدم,Direct disease-symptom relationship established,rel_seed_1a25f42f93f6f380__inverse,inverse
trial_query_116,ent_symptom_724e59ded899,SYMPTOM_OF,ent_diseasecondition_380db6d92562,2,0.68823,0.176471,ahd5k_04912,مع العلم أن المريض يعاني من مرض السكر,Explicit disease-symptom relationship,rel_seed_b3536762c6f85e02__inverse,inverse
trial_query_116,ent_diseasecondition_380db6d92562,DIAGNOSED_BY,ent_test_dd68aa784555,1,0.524039,0.941176,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for diabetes.,rel_seed_fff580f977f6b0c9,direct
trial_query_116,ent_diseasecondition_16cf4e77b755,DIAGNOSED_BY,ent_test_dd68aa784555,1,0.480009,0.882353,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for inflammation.,rel_seed_85a95e9683ec40c4,direct
trial_query_116,ent_test_dd68aa784555,DIAGNOSES,ent_diseasecondition_380db6d92562,1,0.460039,0.941176,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for diabetes.,rel_seed_fff580f977f6b0c9__inverse,inverse
trial_query_116,ent_test_dd68aa784555,DIAGNOSES,ent_diseasecondition_16cf4e77b755,1,0.440009,0.882353,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for inflammation.,rel_seed_85a95e9683ec40c4__inverse,inverse
trial_query_117,ent_diseasecondition_00247d3d5c80,HAS_SYMPTOM,ent_symptom_b754f1a1e5a8,1,0.715003,0.130435,ahd5k_00780,الصداع التوتري قد يظهر كصداع يختلف حدته,العلاقة مدعومة مباشرة من النص الذي يربط بين الحالة المرضية والأعراض,rel_seed_f7f26f23fb811356,direct
trial_query_117,ent_symptom_b754f1a1e5a8,SYMPTOM_OF,ent_diseasecondition_00247d3d5c80,1,0.675003,0.130435,ahd5k_00780,الصداع التوتري قد يظهر كصداع يختلف حدته,العلاقة مدعومة مباشرة من النص الذي يربط بين الحالة المرضية والأعراض,rel_seed_f7f26f23fb811356__inverse,inverse
trial_query_117,ent_diseasecondition_db17a406c72e,TREATED_BY,ent_treatment_a0a8ee46502f,1,0.413863,0.130435,ahd5k_03242,قد يعطى لك المهدئات لتقلصات العضلات والعقاقير من خلال الوريد (عن طريق الوريد) لعلاج ارتفاع ضغط الدم والإثارة والألم.,Direct treatment statement for hypertension using intravenous medications,rel_seed_abae48cd7b6a5b9c,direct
trial_query_117,ent_treatment_a0a8ee46502f,TREATS,ent_diseasecondition_db17a406c72e,1,0.373863,0.130435,ahd5k_03242,قد يعطى لك المهدئات لتقلصات العضلات والعقاقير من خلال الوريد (عن طريق الوريد) لعلاج ارتفاع ضغط الدم والإثارة والألم.,Direct treatment statement for hypertension using intravenous medications,rel_seed_abae48cd7b6a5b9c__inverse,inverse
trial_query_118,ent_symptom_018ebc11f6df,SYMPTOM_OF,ent_diseasecondition_c089d34028d0,1,0.843952,0.117647,ahd5k_01255,حمى عضة الجرذ ، وحمى عضة الفأر,Direct co-occurrence in disease name and symptom,rel_seed_52931e734af5153e__inverse,inverse
trial_query_118,ent_symptom_018ebc11f6df,SYMPTOM_OF,ent_diseasecondition_6ac8dc82e106,1,0.843952,0.117647,ahd5k_01255,حمى عضة الفأر,Direct co-occurrence in disease name and symptom,rel_seed_48eca439f213cf7e__inverse,inverse
trial_query_118,ent_symptom_018ebc11f6df,SYMPTOM_OF,ent_diseasecondition_21009b0da809,1,0.843952,0.117647,ahd5k_01255,حمى عضة الجرذون,Direct co-occurrence in disease name and symptom,rel_seed_1ca8a7755403844c__inverse,inverse
trial_query_118,ent_diseasecondition_c089d34028d0,HAS_SYMPTOM,ent_symptom_018ebc11f6df,1,0.751952,0.117647,ahd5k_01255,حمى عضة الجرذ ، وحمى عضة الفأر,Direct co-occurrence in disease name and symptom,rel_seed_52931e734af5153e,direct
trial_query_118,ent_diseasecondition_6ac8dc82e106,HAS_SYMPTOM,ent_symptom_018ebc11f6df,1,0.751952,0.117647,ahd5k_01255,حمى عضة الفأر,Direct co-occurrence in disease name and symptom,rel_seed_48eca439f213cf7e,direct
trial_query_118,ent_diseasecondition_21009b0da809,HAS_SYMPTOM,ent_symptom_018ebc11f6df,1,0.751952,0.117647,ahd5k_01255,حمى عضة الجرذون,Direct co-occurrence in disease name and symptom,rel_seed_1ca8a7755403844c,direct
trial_query_118,ent_diseasecondition_c089d34028d0,HAS_SYMPTOM,ent_symptom_a3c00de774da,1,0.720429,0.117647,ahd5k_01255,ارتجاف,Symptom explicitly listed,rel_seed_a210f4f396ba3db3,direct
trial_query_118,ent_diseasecondition_c089d34028d0,HAS_SYMPTOM,ent_symptom_320d3e905b16,1,0.720429,0.117647,ahd5k_01255,أوجاع العضلات,Symptom explicitly listed,rel_seed_24a2795dd4ff4bfd,direct
trial_query_119,ent_diseasecondition_380db6d92562,DIAGNOSED_BY,ent_test_dd68aa784555,1,0.766491,0.151515,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for diabetes.,rel_seed_fff580f977f6b0c9,direct
trial_query_119,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,1,0.753627,0.212121,ahd5k_01294,مرض السكري وضغط الدمز,Direct co-occurrence with explicit disease-symptom relationship,rel_seed_bd9e5c6d36b9dbdb,direct
trial_query_119,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,2,0.753627,0.212121,ahd5k_04912,مع العلم أن المريض يعاني من مرض السكر,Explicit disease-symptom relationship,rel_seed_b3536762c6f85e02,direct
trial_query_119,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,3,0.751809,0.181818,ahd5k_02607,مرض السكري وضغط الدم,Direct disease-symptom relationship established,rel_seed_1a25f42f93f6f380,direct
trial_query_119,ent_diseasecondition_16cf4e77b755,DIAGNOSED_BY,ent_test_dd68aa784555,1,0.709118,0.121212,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for inflammation.,rel_seed_85a95e9683ec40c4,direct
trial_query_119,ent_test_dd68aa784555,DIAGNOSES,ent_diseasecondition_380db6d92562,1,0.402491,0.151515,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for diabetes.,rel_seed_fff580f977f6b0c9__inverse,inverse
trial_query_119,ent_symptom_724e59ded899,SYMPTOM_OF,ent_diseasecondition_380db6d92562,1,0.389627,0.212121,ahd5k_04912,مع العلم أن المريض يعاني من مرض السكر,Explicit disease-symptom relationship,rel_seed_b3536762c6f85e02__inverse,inverse
trial_query_119,ent_test_dd68aa784555,DIAGNOSES,ent_diseasecondition_16cf4e77b755,1,0.369118,0.121212,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for inflammation.,rel_seed_85a95e9683ec40c4__inverse,inverse
trial_query_120,ent_diseasecondition_16cf4e77b755,HAS_SYMPTOM,ent_symptom_5a4646c01c0e,1,0.766242,0.8,ahd5k_01578,التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى,النص يربط بشكل مباشر بين التهاب وعوارضه (اختلال وظائف الكبد),rel_seed_5833cc6e20017e7f,direct
trial_query_120,ent_symptom_5a4646c01c0e,SYMPTOM_OF,ent_diseasecondition_16cf4e77b755,1,0.726242,0.8,ahd5k_01578,التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى,النص يربط بشكل مباشر بين التهاب وعوارضه (اختلال وظائف الكبد),rel_seed_5833cc6e20017e7f__inverse,inverse
trial_query_121,focus_ent_dental_filling,NOT_ASSOCIATED_WITH,focus_ent_face_dimple,1,0.4677,0.2,ahd5k_00484,لا توجد علاقة مرتبطة بين حشو الأسنان وغمازة الوجه حسب مصدر AHD.,focused dataset-derived expansion from ahd5k_00484,focus_rel_dental_filling_no_dimple_relation,direct
trial_query_121,focus_ent_strong_local_anesthesia,MAY_TEMPORARILY_AFFECT,focus_ent_face_dimple,1,0.4677,0.2,ahd5k_00484,إذا تم تخدير منطقة الغمازة بمخدر قوي وكمية كبيرة فقد تزول الحالة خلال 24-48 ساعة.,focused dataset-derived expansion from ahd5k_00484,focus_rel_dental_anesthesia_temporary_dimple,direct
trial_query_121,focus_ent_tooth_filing,HAS_RISK,focus_ent_tooth_sensitivity,1,0.4617,0.1,ahd5k_00828,كثرة برد الأسنان قد تؤثر على الأسنان وتجعلها حساسة.,focused dataset-derived expansion from ahd5k_00828,focus_rel_tooth_filing_risk_sensitivity,direct
trial_query_121,focus_ent_tooth_filing,PROCEDURE_DURATION,focus_ent_one_two_sessions,1,0.4617,0.1,ahd5k_00828,برد الأسنان للتصغير قد يتم في جلسة واحدة، أما للتركيب وعمل أسنان صناعية فقد يحتاج جلسة أو جلستين.,focused dataset-derived expansion from ahd5k_00828,focus_rel_tooth_filing_duration,direct
trial_query_122,ent_test_234f794d532f,DIAGNOSES,ent_diseasecondition_22348d970227,1,0.668497,0.027778,ahd5k_00035,مستوى الهرمون في الدم,Hormone level test directly linked to thyroid disease diagnosis,rel_seed_14a6be8faeb8ff92__inverse,inverse
trial_query_122,focus_ent_dyspnea_fatigue,INVESTIGATED_BY,focus_ent_history_physical_exam,1,0.597505,0.055556,ahd5k_00855,ينبغي معرفة التاريخ المرضي وإجراء فحص للكشف عن علامات سريرية تساعد في تحديد طبيعة الحالة.,focused dataset-derived expansion from ahd5k_00855,focus_rel_dyspnea_fatigue_investigated_by_exam,direct
trial_query_122,ent_diseasecondition_22348d970227,DIAGNOSED_BY,ent_test_234f794d532f,1,0.576497,0.027778,ahd5k_00035,مستوى الهرمون في الدم,Hormone level test directly linked to thyroid disease diagnosis,rel_seed_14a6be8faeb8ff92,direct
trial_query_122,ent_diseasecondition_3d19d6125641,DIAGNOSED_BY,ent_test_db1175f121dc,1,0.561339,0.083333,ahd5k_00313,فحص نخاع العظم مرتبط بتشخيص نقص الصفيحات,الاختبار مذكور كوسيلة لتشخيص الحالة,rel_seed_8236475f7d4c4d52,direct
trial_query_122,ent_test_db1175f121dc,DIAGNOSES,ent_diseasecondition_3d19d6125641,1,0.521339,0.083333,ahd5k_00313,فحص نخاع العظم مرتبط بتشخيص نقص الصفيحات,الاختبار مذكور كوسيلة لتشخيص الحالة,rel_seed_8236475f7d4c4d52__inverse,inverse
trial_query_122,focus_ent_dyspnea_fatigue,MAY_BE_ASSOCIATED_WITH,focus_ent_respiratory_anemia_circulation,1,0.447505,0.055556,ahd5k_00855,صعوبة التنفس والإرهاق قد تكون ناجمة عن التهاب في الجهاز التنفسي أو فقر الدم أو اضطرابات دموية أو متعلقة بجهاز الدورة الدموية.,focused dataset-derived expansion from ahd5k_00855,focus_rel_dyspnea_fatigue_possible_causes,direct
trial_query_122,ent_diseasecondition_22348d970227,TREATED_BY,ent_treatment_3fd682796ae8,1,0.40574,0.027778,ahd5k_00035,اخذ التروكسين,Direct evidence of treatment for thyroid disease,rel_seed_5398af5e1a992c3d,direct
trial_query_122,ent_treatment_3fd682796ae8,TREATS,ent_diseasecondition_22348d970227,1,0.36574,0.027778,ahd5k_00035,اخذ التروكسين,Direct evidence of treatment for thyroid disease,rel_seed_5398af5e1a992c3d__inverse,inverse
trial_query_123,ent_symptom_018ebc11f6df,TREATED_BY,ent_treatment_be514bea14bc,1,0.503056,1.0,ahd5k_01611,المفروض ان تزول هذه الاعراض خلال 48 ساعة وعليكي استخدام خافض حراره ومسكن للالم بعد تطعيم,Direct evidence supports fever reducer as treatment for fever.,rel_seed_a23a22fd518eba56,direct
trial_query_123,ent_treatment_be514bea14bc,TREATS,ent_symptom_018ebc11f6df,1,0.463056,1.0,ahd5k_01611,المفروض ان تزول هذه الاعراض خلال 48 ساعة وعليكي استخدام خافض حراره ومسكن للالم بعد تطعيم,Direct evidence supports fever reducer as treatment for fever.,rel_seed_a23a22fd518eba56__inverse,inverse
trial_query_123,supp_ent_condition_kidney_stones,TREATED_BY,supp_ent_kidney_stones_management,1,0.448103,0.178571,ahd5k_00012,التخلص من الحصى يبدأ بدراستها لمعرفة مكانها وحجمها وطبيعتها ثم يقرر الطبيب كيفية التخلص منها.,dataset-derived supplemental fact from ahd5k_00012,supp_rel_kidney_stones_management,direct
trial_query_123,ent_diseasecondition_d039dca7a8c0,TREATED_BY,ent_treatment_0d20da4fd766,1,0.419235,0.107143,ahd5k_00203,الروتيكسيماب يفيده في علاج النقص الشديد للصفائح,QA explicitly discusses Rituximab as a treatment for severe thrombocytopenia (ITP) with dosage instructions.,rel_seed_796780629bc7542c,direct
trial_query_123,ent_treatment_0d20da4fd766,TREATS,ent_diseasecondition_d039dca7a8c0,1,0.379235,0.107143,ahd5k_00203,الروتيكسيماب يفيده في علاج النقص الشديد للصفائح,QA explicitly discusses Rituximab as a treatment for severe thrombocytopenia (ITP) with dosage instructions.,rel_seed_796780629bc7542c__inverse,inverse
trial_query_124,ent_treatment_b792fc31b8bb,TREATS,ent_diseasecondition_f870ba2ab6eb,1,0.578293,0.107143,ahd5k_04015,الميرمية,Direct treatment recommendation for menstrual cycle regulation,rel_seed_410b5987d20de0d3__inverse,inverse
trial_query_124,ent_treatment_60ce765ad441,TREATS,ent_symptom_3600b8bcb53e,1,0.524093,0.107143,ahd5k_01128,الطعام,Direct evidence supports that 'الطعام' (food) treats 'الجوع' (hunger).,rel_seed_f733b88e3626f3a2__inverse,inverse
trial_query_124,ent_diseasecondition_f870ba2ab6eb,TREATED_BY,ent_treatment_b792fc31b8bb,1,0.486293,0.107143,ahd5k_04015,الميرمية,Direct treatment recommendation for menstrual cycle regulation,rel_seed_410b5987d20de0d3,direct
trial_query_124,ent_diseasecondition_22348d970227,TREATED_BY,ent_treatment_3fd682796ae8,1,0.44403,0.178571,ahd5k_00035,اخذ التروكسين,Direct evidence of treatment for thyroid disease,rel_seed_5398af5e1a992c3d,direct
trial_query_124,ent_diseasecondition_22348d970227,DIAGNOSED_BY,ent_test_234f794d532f,1,0.44403,0.178571,ahd5k_00035,مستوى الهرمون في الدم,Hormone level test directly linked to thyroid disease diagnosis,rel_seed_14a6be8faeb8ff92,direct
trial_query_124,ent_symptom_3600b8bcb53e,TREATED_BY,ent_treatment_60ce765ad441,1,0.432093,0.107143,ahd5k_01128,الطعام,Direct evidence supports that 'الطعام' (food) treats 'الجوع' (hunger).,rel_seed_f733b88e3626f3a2,direct
trial_query_124,ent_diseasecondition_f870ba2ab6eb,TREATED_BY,ent_treatment_fd42eb263b89,1,0.40849,0.071429,ahd5k_04015,اكليل الجبل,Direct treatment recommendation for menstrual cycle regulation,rel_seed_ff666fc9288a7df2,direct
trial_query_124,ent_diseasecondition_f870ba2ab6eb,TREATED_BY,ent_treatment_c91b15de897a,1,0.40849,0.071429,ahd5k_04015,البقدونس,Direct treatment recommendation for menstrual cycle regulation,rel_seed_326f7e183a766cef,direct
trial_query_125,ent_symptom_ad0da68fc73f,SYMPTOM_OF,ent_diseasecondition_f3982f19c624,1,0.831245,0.230769,ahd5k_03738,الالم الدي الديم الديم الديم,The disease condition 'ارتياف دعب \u0627لديم' is directly described as involving 'الالم' (pain) in the evidence text.,rel_seed_a35d3fb4d695b101__inverse,inverse
trial_query_125,ent_diseasecondition_f3982f19c624,HAS_SYMPTOM,ent_symptom_ad0da68fc73f,1,0.739245,0.230769,ahd5k_03738,الالم الدي الديم الديم الديم,The disease condition 'ارتياف دعب \u0627لديم' is directly described as involving 'الالم' (pain) in the evidence text.,rel_seed_a35d3fb4d695b101,direct
trial_query_125,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c81532a33515,1,0.709963,0.230769,ahd5k_02292,نقص في الدم مع الالم في المعده,Directly states anemia is associated with stomach pain.,rel_seed_6eed37b4f0733cbb,direct
trial_query_125,ent_symptom_c81532a33515,SYMPTOM_OF,ent_diseasecondition_9719230327a2,1,0.669963,0.230769,ahd5k_02292,نقص في الدم مع الالم في المعده,Directly states anemia is associated with stomach pain.,rel_seed_6eed37b4f0733cbb__inverse,inverse
trial_query_125,ent_diseasecondition_adcc5a085807,TREATED_BY,ent_treatment_5b2a681074cf,1,0.430755,0.192308,ahd5k_01190,يمكن شده بممارسة الرياضة أو بالجراحة التجميلية,الجراحة التجميلية مذكورة صراحة كعلاج للجلد المترهل في السؤال والجواب,rel_seed_982decef15a095a6,direct
trial_query_125,ent_symptom_c81532a33515,INVESTIGATED_BY,ent_test_2b2550da4a44,1,0.409963,0.230769,ahd5k_02292,فحص الجرثومة الحلزونية,Test is explicitly mentioned to investigate stomach pain.,rel_seed_b3cc817a83f9e586,direct
trial_query_125,ent_treatment_5b2a681074cf,TREATS,ent_diseasecondition_adcc5a085807,1,0.390755,0.192308,ahd5k_01190,يمكن شده بممارسة الرياضة أو بالجراحة التجميلية,الجراحة التجميلية مذكورة صراحة كعلاج للجلد المترهل في السؤال والجواب,rel_seed_982decef15a095a6__inverse,inverse
trial_query_125,ent_test_2b2550da4a44,INVESTIGATES,ent_symptom_c81532a33515,1,0.369963,0.230769,ahd5k_02292,فحص الجرثومة الحلزونية,Test is explicitly mentioned to investigate stomach pain.,rel_seed_b3cc817a83f9e586__inverse,inverse
