entity_id,canonical_name,entity_type,surface_form,qa_id,chunk_id,source_row_number,field,evidence,llm_confidence,model,prompt_version
ent_treatment_43526f78a371,مضاد حيوي,Treatment,مضاد حيوي زوماكس,ahd5k_01222,chunk_00239,120308,answer,الزوماكس هو أحد المضادات الحيوية المستخدم ضمن برتوكول التعامل مع حالات إصابة كورونا,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_00005,chunk_00240,568737,answer,فحص هرمونات النمو,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_600c6e3d0578,النيكوتين,Treatment,النيكوتين,ahd5k_00087,chunk_00240,537671,answer,النيكوتين بحد ذاته مطلوب للجسم لأي شخص,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_b071e4a333a9,بيكربونات الصوديوم,Treatment,بيكربونات الصوديوم,ahd5k_00427,chunk_00240,242406,answer,السؤال غير واضح هل تريدين تناول بيكربونات الصوديوم هكذا من دون أن تكون داخل أي شيء,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d6c2824a955a,التوائم,DiseaseCondition,التوائم,ahd5k_00446,chunk_00240,648907,answer,ان كان في العاءلة إنجاب التوائم دون علاج طبي للحمل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_b754f1a1e5a8,صداع,Symptom,صداع,ahd5k_00467,chunk_00240,311551,question,الاحساس بصداع مزمن,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_99d821e71fc1,فقر دم,DiseaseCondition,فقر دم,ahd5k_00657,chunk_00240,221596,answer,في حال وجود تشخيص مخبري يدل على نقص فيتامين د وفقر الدم بعوز الحديد,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_54003f56157a,دوار الحركة,Symptom,دوار الحركة,ahd5k_00765,chunk_00240,216683,answer,هذه الأعراض تسمي دوار الحركة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_4a5bfa0ce9e5,فحص PCR,Test,فحص PCR,ahd5k_00852,chunk_00240,105108,answer,يجب عمل فحص PCR,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_1c50bd11c45a,ربو,DiseaseCondition,ربو,ahd5k_00866,chunk_00241,254948,question,هل احلق شعر طفلي للتخلص من القمل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_1c50bd11c45a,ربو,DiseaseCondition,ربو,ahd5k_00866,chunk_00241,254948,answer,يفصل الحلق والتنظيف والتعقيم واستعمال العلاج كما يجب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_250910ab0701,حساسية الصدر,DiseaseCondition,حساسية الصدر,ahd5k_00866,chunk_00241,254948,question,هل احلق شعر طفلي للتخلص من القمل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_250910ab0701,حساسية الصدر,DiseaseCondition,حساسية الصدر,ahd5k_00866,chunk_00241,254948,answer,يفصل الحلق والتنظيف والتعقيم واستعمال العلاج كما يجب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,حساسية,ahd5k_00866,chunk_00241,254948,question,هل احلق شعر طفلي للتخلص من القمل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,حساسية,ahd5k_00866,chunk_00241,254948,answer,يفصل الحلق والتنظيف والتعقيم واستعمال العلاج كما يجب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_eb10148e602f,CBC,Test,CBC,ahd5k_01208,chunk_00241,474716,answer,اعمل صوره دم كامله CBC لمعرفه نسبه كرات الدم الحمراء و الهموجلوبين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_643c9672260a,زيثروكان,Treatment,زيثروكان,ahd5k_01999,chunk_00241,136231,answer,هنكمل على زيثروكان ٥٠٠ مره واحدة يوميا لمدة ٣ ايام....,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_d70f772a8bb6,فيتاسيد فوار,Treatment,فيتاسيد فوار,ahd5k_01999,chunk_00241,136231,answer,وناخد مكملات مثل فيتاسيد فوار قرص على نص كوب ماء كل ١٢ ساعة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02105,chunk_00242,323827,answer,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02121,chunk_00242,398705,answer,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02267,chunk_00242,323648,answer,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02379,chunk_00242,115736,answer,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02501,chunk_00242,604506,answer,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02505,chunk_00242,611354,answer,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02714,chunk_00242,317434,answer,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_1658c4220505,فقدان الشهية,DiseaseCondition,فقدان الشهية,ahd5k_02740,chunk_00243,667238,question,فقدان الشهية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_a833ee4cdda1,فيتامين D,Treatment,فيتامين D,ahd5k_02919,chunk_00243,285628,answer,فيتامين D,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_72d8094a3b43,الكورتيزون,Treatment,الكورتيزون,ahd5k_02922,chunk_00243,111780,answer,الكورتيزون,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_5a8889bc0501,فيتامين E,Treatment,فيتامين E,ahd5k_03024,chunk_00243,685955,answer,فيتامين E,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_5f92e9604d62,فيتامين B12,Treatment,فيتامين B12,ahd5k_03024,chunk_00243,685955,answer,فيتامين B12,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_7ec3afb9f532,أوميغا 3,Treatment,أوميغا 3,ahd5k_03024,chunk_00243,685955,answer,أوميغا 3,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_b64e6c3b8015,باراسيتامول,Treatment,باراسيتامول,ahd5k_03056,chunk_00243,257041,answer,باراسيتامول,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_b6f3f11486d8,ديكسا ميثازون,Treatment,ديكسا ميثازون,ahd5k_03056,chunk_00243,257041,answer,ديكسا ميثازون,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_276b644175b4,فحص السكر,Test,فحص السكر,ahd5k_03371,chunk_00243,171002,answer,فحص السكر,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,تهاب,ahd5k_03417,chunk_00244,792242,answer,الفحص الطبي هو الوسيلة الوحيدة لتحديد ان كان هناك سبب عضوي أو نفسي، وفي حالة عدم وجود أي خلل عضوي يتطلب الأمر مراجعة أخصائي نفسية للوصول إلى تشخيص دقيق,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_9f3510d36e01,فحص طبي,Test,فحص طبي,ahd5k_03417,chunk_00244,792242,answer,الفحص الطبي هو الوسيلة الوحيدة لتحديد ان كان هناك سبب عضوي أو نفسي، وفي حالة عدم وجود أي خلل عضوي يتطلب الأمر مراجعة أخصائي نفسية للوصول إلى تشخيص دقيق,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_4e95ccf90696,النسبة,Test,النسبة,ahd5k_03515,chunk_00244,614589,answer,النسبة ستكون ضعيفة جدا لان الوقت الذى يحتاجه المخدر للخروج من الجسم حوالى 30 يوم تقريبا,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_7c53cf82f3c0,المخدر,Treatment,المخدر,ahd5k_03515,chunk_00244,614589,answer,النسبة ستكون ضعيفة جدا لان الوقت الذى يحتاجه المخدر للخروج من الجسم حوالى 30 يوم تقريبا,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_03539,chunk_00244,461254,question,اعاني من خمول وضيقه ونبض بالجسد والم بالاطراف والم في اسفل الظهر والركبتين وتنميل احيانا باالطراف مع ظهور بقع بيضاء في اليدين والقدمين وارق بالنوم وصداع,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,حساسية,ahd5k_04504,chunk_00244,382319,question,تواجد الماء بدل المخ وزيادة الراس عن حجمه الطبيعي,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_e8807cc4d324,الجراحة,Treatment,الجراحة,ahd5k_04504,chunk_00244,382319,answer,يحتاج تداخل جراحي وفيه يتم عمل تحويلة للسائل الشوكي ..,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,اصبت بكورونا ٢٨/٣/٢١٢١,ahd5k_04762,chunk_00245,115189,question,اصبت بكورونا ٢٨/٣/٢١٢١,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_04762,chunk_00245,115189,answer,تقدر تاخد اللقاح حاليا,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_d5946e76d323,اللقاح,Treatment,اللقاح,ahd5k_04762,chunk_00245,115189,answer,تقدر تاخد اللقاح حاليا,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,دوخه,ahd5k_04831,chunk_00245,225928,question,اعاني من دوخه واحس الاشياء تدور حولي وعدم اتزان,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_04831,chunk_00245,225928,answer,عليكى مراجعة طبيب أنف و أذن خصوصا إذا كانت الأعراض مصحوبة بضعف بالسمع أو طنين أو إفرازات من الأذن,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_bc2bdd95ae64,ورم,DiseaseCondition,ورم في جبهه,ahd5k_00690,chunk_00246,730106,question,ورم في جبهه اختى على شكل كدمه غير ملونه كأنها تحت الجلد,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_e0a7465e3670,مراجعة,Treatment,مراجعة إختصاصي الجراحة العامة,ahd5k_00690,chunk_00246,730106,answer,أنصحك بمراجعة إختصاصي الجراحة العامة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_bc2bdd95ae64,ورم,DiseaseCondition,كبة بالفخذ,ahd5k_00801,chunk_00246,233824,question,كبة بالفخذ لونها اسود تحت الجلد,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_f1846b201f26,فحص,Test,فحص من قبل اخصاءي الجراحه,ahd5k_00801,chunk_00246,233824,answer,لازم يتم الفحص من قبل اخصاءي الجراحه,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_bc2bdd95ae64,ورم,DiseaseCondition,كتله في ثدري الايسر,ahd5k_00990,chunk_00246,255086,question,كتله في ثدري الايسر وهي كتله صغير تحت جلد,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_bc2bdd95ae64,ورم,DiseaseCondition,الجلد,ahd5k_02088,chunk_00246,116728,answer,الجلد ضعيف,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_5adaa861c8c1,Bleharasia,DiseaseCondition,البلهارسيا,ahd5k_04877,chunk_00247,698794,answer,التي كانت تكثر في مصر,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d0f36332edfe,Hyperspleenism,DiseaseCondition,Hyperspleenism,ahd5k_04877,chunk_00247,698794,answer,المريض لديه تضخم بالطحال ويسمى Hyperspleenism,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_5774b0592a02,Fshl Klowi,Symptom,مبادىء اعراض فشل كلوى,ahd5k_04877,chunk_00247,698794,answer,مبادىء اعراض فشل كلوى,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_5e03ff721a11,Protein,Test,بروتين,ahd5k_04877,chunk_00247,698794,answer,يؤدي الى فشل كبدي وقلة البروتين في الجسم,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_086608e650d2,Meddrat,Treatment,مدرات,ahd5k_04877,chunk_00247,698794,answer,العلاج بمدرات البول,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_9383f2419663,Hypersplenism,Treatment,الحقن,ahd5k_04877,chunk_00247,698794,answer,والحقن هو البديل عن الاستئصال,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_1d75e4f63d4f,فتق باب المعدة,DiseaseCondition,فتق باب المعدة,ahd5k_00398,chunk_00248,807034,question,فتق باب المعدة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_1d75e4f63d4f,فتق باب المعدة,DiseaseCondition,إلتهاب في أسفل المرىء,ahd5k_00398,chunk_00248,807034,question,إلتهاب في أسفل المرىء,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_60ca8543b432,باريت,Treatment,باريت,ahd5k_00398,chunk_00248,807034,answer,باريت,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_60ca8543b432,باريت,Treatment,ميتلوم,ahd5k_00398,chunk_00248,807034,answer,ميتلوم,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_00472,chunk_00249,648666,answer,الانتفاخ تحت الإبط يحتاج فحص سريري وهناك احتمالات كثيرة منها الغدة اللمفاوية أو التهاب في البويصلة الشعرية أو كيس دهنية أو.,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_25a284953b35,التهاب في البويصلة الشعرية,DiseaseCondition,التهاب في البويصلة الشعرية,ahd5k_00472,chunk_00249,648666,answer,الانتفاخ تحت الإبط يحتاج فحص سريري وهناك احتمالات كثيرة منها الغدة اللمفاوية أو التهاب في البويصلة الشعرية أو كيس دهنية أو.,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_ae8c75765ec1,الغدة اللمفاوية,DiseaseCondition,الغدة اللمفاوية,ahd5k_00472,chunk_00249,648666,answer,الانتفاخ تحت الإبط يحتاج فحص سريري وهناك احتمالات كثيرة منها الغدة اللمفاوية أو التهاب في البويصلة الشعرية أو كيس دهنية أو.,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_c69cb31e8329,كيس دهني,DiseaseCondition,كيس دهني,ahd5k_00472,chunk_00249,648666,answer,الانتفاخ تحت الإبط يحتاج فحص سريري وهناك احتمالات كثيرة منها الغدة اللمفاوية أو التهاب في البويصلة الشعرية أو كيس دهنية أو.,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_01468,chunk_00249,632190,answer,قد يكون هناك خراج. في هذه الحالة راجعة اخصائي جراحة لان كل تأخير سوف يزيد الوضع سوؤا.,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02277,chunk_00249,511061,answer,بالطبع تستطيع ازالة الاشعار كل 2_3 اسبوع مرة باستعمال مزيلات الاشعار لكن بدون وجود اي التهاب او احمرار او سخونة بالمنطقة..,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_b9398855edc8,الناسور العصعصي,DiseaseCondition,الناسور العصعصي,ahd5k_02277,chunk_00249,511061,answer,بالطبع تستطيع ازالة الاشعار كل 2_3 اسبوع مرة باستعمال مزيلات الاشعار لكن بدون وجود اي التهاب او احمرار او سخونة بالمنطقة..,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02668,chunk_00249,546729,answer,ادخل القاموس الطبي وتعرف على الناسور العصعصي..ابدا ليس خطير .وعندي عشرات الاجابات حوله .راجع اسئلة مشابهة.,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9a200b8418cc,التهاب العصعصي,DiseaseCondition,التهاب العصعصي,ahd5k_02668,chunk_00249,546729,answer,ادخل القاموس الطبي وتعرف على الناسور العصعصي..ابدا ليس خطير .وعندي عشرات الاجابات حوله .راجع اسئلة مشابهة.,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_b9398855edc8,الناسور العصعصي,DiseaseCondition,الناسور العصعصي,ahd5k_02668,chunk_00249,546729,answer,ادخل القاموس الطبي وتعرف على الناسور العصعصي..ابدا ليس خطير .وعندي عشرات الاجابات حوله .راجع اسئلة مشابهة.,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_04394,chunk_00249,78963,answer,انصح بالتشييك من قبل الجراح اذا كان هناك صديد او التهاب يعيق عملية الإلتئام بالسلامة انشالله,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_04526,chunk_00249,43308,answer,دا غالبا التهاب في الغدد الليمفاوية تحتاج مراجعه طبيب وعمل اشعه تلفزيونيه,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_e78e37bf0691,التهاب في الغدد الليمفاوية,DiseaseCondition,التهاب في الغدد الليمفاوية,ahd5k_04526,chunk_00249,43308,answer,دا غالبا التهاب في الغدد الليمفاوية تحتاج مراجعه طبيب وعمل اشعه تلفزيونيه,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_05000,chunk_00249,25489,answer,التاكد من عدم وجود التهابات او تجمعات صديدية بداخله.,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_01479,chunk_00250,112448,answer,استشارة طبيب جراحة في منطقتكم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_b1e428c56f48,بواسير,DiseaseCondition,بواسير,ahd5k_01479,chunk_00250,112448,question,احس بألم البواسير,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_28acc791e82d,تعب,Symptom,تعب,ahd5k_01479,chunk_00250,112448,question,تعب,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ضيق تنفس,ahd5k_01479,chunk_00250,112448,question,ضيق تنفس,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_b754f1a1e5a8,صداع,Symptom,صداع,ahd5k_01479,chunk_00250,112448,question,صداع,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_dc2c7333a505,بلغم,Symptom,بلغم,ahd5k_01479,chunk_00250,112448,question,بلغم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_f4cf885a0447,سعال,Symptom,سعال,ahd5k_01479,chunk_00250,112448,question,سعال,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_433492431144,تحليل الحساسية,Test,تحليل الحساسية,ahd5k_01479,chunk_00250,112448,question,تحليل الحساسية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_328b48423699,الماء,Treatment,الماء,ahd5k_01479,chunk_00250,112448,answer,شرب الماء,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_336d0db8f267,الخضروات,Treatment,الخضروات,ahd5k_01479,chunk_00250,112448,answer,اكل الخضروات,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_63c87a5ce040,ليدوكون,Treatment,ليدوكون,ahd5k_01479,chunk_00250,112448,answer,علاج lidocone gel,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_709142d48a0c,دافلون,Treatment,دافلون,ahd5k_01479,chunk_00250,112448,answer,Daflon,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_a640b07ccbbc,ملينات,Treatment,ملينات,ahd5k_01479,chunk_00250,112448,answer,استخدام ملينات,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_af639c3497d5,الورقيات,Treatment,الورقيات,ahd5k_01479,chunk_00250,112448,answer,اكل الورقيات,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_1cf9e9ad33b1,مرارة,DiseaseCondition,مرارة,ahd5k_04781,chunk_00251,407829,question,مرارة تسبب الام,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,حساسية,ahd5k_04781,chunk_00251,407829,question,حساسية المخدر,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_treatment_3ad47c2cd3e0,تخدير,Treatment,تخدير,ahd5k_04781,chunk_00251,407829,answer,حساسية المخدر,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_treatment_87021c384206,استئصال,Treatment,استئصال,ahd5k_04781,chunk_00251,407829,question,عملية استؤصلت بها الغدة الدرقية,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,حبة,ahd5k_00554,chunk_00252,143971,question,حبة زي الكتلة الصغيرة,0.950,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,كتلة,ahd5k_00554,chunk_00252,143971,question,كتلة الصغيرة,0.950,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_treatment_17f3d904a460,جراحة عامة,Treatment,جراحة عامة,ahd5k_00554,chunk_00252,143971,answer,من قبل جراح أو جراحة عامة,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_aa9977b6b112,سكري,DiseaseCondition,سكري,ahd5k_04317,chunk_00253,16556,question,تعاني جدتي من عضه بسبب الطفل في الثدي وهي تعاني من السكري,0.950,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_treatment_3dc810b3a199,انسلوين,Treatment,انسلوين,ahd5k_04317,chunk_00253,16556,answer,بتاخد انسلوين,0.950,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_treatment_43526f78a371,مضاد حيوي,Treatment,مضاد حيوي,ahd5k_04317,chunk_00253,16556,answer,اخذت مضاد حيوي,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_test_c95d540d145b,قرص المعدة,Test,قرص المعدة,ahd5k_04484,chunk_00253,717301,question,ابلغ من الوزن 135 كغم وارغب في اجراء عملية قرص المعدة,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_treatment_a743c2a67433,تكميم المعدة,Treatment,تكميم المعدة,ahd5k_04484,chunk_00253,717301,answer,مايسمى بتكميم المعدة Sleeve gastrectomy,0.950,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_007646f95e3a,ناسور,DiseaseCondition,ناسور,ahd5k_03457,chunk_00254,329,question,ناسور,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_bc2bdd95ae64,ورم,DiseaseCondition,ورما في منطقه الحوض علي اليمين ليس به الم,ahd5k_04033,chunk_00254,402417,question,ورم,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_deb4b94517cc,امساك,DiseaseCondition,امساك لفتره شهر,ahd5k_04033,chunk_00254,402417,question,امساك,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_deb4b94517cc,امساك,DiseaseCondition,امساك,ahd5k_02099,chunk_00255,404723,question,انا اعاني من الامساك,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_symptom_496829ff3f53,البراز,Symptom,البراز,ahd5k_02099,chunk_00255,404723,question,وعندما ادخل الى المرحاض اشعر بان البراز في فتحة المستقيم,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_deb4b94517cc,امساك,DiseaseCondition,امساك,ahd5k_03904,chunk_00255,618255,question,لاحظت أن الشّرج لديّ متسع اتساع خفيف وأجهل السبب هل هو بفعل الامساك,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_symptom_db192ff6d58b,الشرج,Symptom,الشرج,ahd5k_03904,chunk_00255,618255,question,لاحظت أن الشّرج لديّ متسع اتساع خفيف,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_deb4b94517cc,امساك,DiseaseCondition,امساك,ahd5k_04018,chunk_00255,589854,answer,لعلاج الامساك وبالتالي شفاء الشق الشرجي,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_symptom_496829ff3f53,البراز,Symptom,البراز,ahd5k_04018,chunk_00255,589854,answer,تناول كأس ماء كبير على الريق يوميا فور النهوض من الفراش والانتظار حوالي 15 دقيقة حيث يبدأ الشعور بالتغوط,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_b1e428c56f48,بواسير,DiseaseCondition,بواسير,ahd5k_04338,chunk_00255,694132,question,هل هذه بواسير...,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_deb4b94517cc,امساك,DiseaseCondition,امساك,ahd5k_04338,chunk_00255,694132,question,اعتقد انها داخلية لانها تظهر الى الخارج واتحسسها بعد عملية التغوط نتبجة لتوسع فتحة الشرج .مالعمل ؟هل هذه بواسير... ام انني اعاني من امساك,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_symptom_496829ff3f53,البراز,Symptom,البراز,ahd5k_04338,chunk_00255,694132,question,نتبجة لتوسع فتحة الشرج .مالعمل ؟هل هذه بواسير... ام انني اعاني من امساك,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_symptom_db192ff6d58b,الشرج,Symptom,الشرج,ahd5k_04338,chunk_00255,694132,question,لدي بروزات في فتحة الشرج,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_symptom_496829ff3f53,البراز,Symptom,البراز,ahd5k_04389,chunk_00255,556213,answer,لاينصح بممارسة تمارين المعدة الا بعد 3 اشهر على الاقل وانا افضل 6 شهر,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_9f5df4e1d56b,الخراج,DiseaseCondition,الخراج المستمر,ahd5k_03529,chunk_00256,226881,answer,الخراج المستمر,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
ent_diseasecondition_9f5df4e1d56b,الخراج,DiseaseCondition,الناسور,ahd5k_03529,chunk_00256,226881,answer,الناسور,0.850,llama-3.1-8b-instant,entity_extraction_v2_qa_records_only
