entity_id,canonical_name,canonical_name_norm,entity_type,aliases,mention_count,qa_count,source_chunk_count,average_llm_confidence,source_models,source_origin
ent_test_eb10148e602f,CBC,cbc,Test,"[""CBC""]",2,2,2,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_f405aec80933,CBC التحليل الكامل للدم,cbc التحليل الكامل للدم,Test,"[""CBC التحليل الكامل للدم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_4de9ec4d6aae,Colonoscopy,colonoscopy,Test,"[""Colonoscopy""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_6671498ee61b,CT-Scan,ct-scan,Test,"[""CT-Scan"", ""تصوير إشعاعي""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_7f9e855cef19,E.S.R.,e.s.r.,Test,"[""E.S.R.""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_9b953964df1c,ferritin,ferritin,Test,"[""ferritin""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_ec5c5ab52548,Genetics,genetics,Test,"[""Genetics""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_3fe0e2d95531,Hb A1c,hb a1c,Test,"[""Hb A1c""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_a720c5e59e85,iron,iron,Test,"[""iron""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_2798b703f215,Mammoraphy,mammoraphy,Test,"[""Mammoraphy""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_c23ae7861f48,MRI,mri,Test,"[""MRI""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_5e03ff721a11,Protein,protein,Test,"[""Protein"", ""بروتين""]",1,1,1,0.700,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_ca6f7fce3808,PTH,pth,Test,"[""PTH"", ""parathyroid hormone""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_3f0d2e079b73,RAST Test,rast test,Test,"[""RAST Test""]",1,1,1,0.850,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_test_53bf5ec72972,إسهال او إمساك,اسهال او امساك,Test,"[""إسهال او إمساك""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_c4cfd2d6468c,أشعة,اشعه,Test,"[""أشعة"", ""اشعة بالصبغة"", ""اشعة عادية"", ""تصوير إشعاعي""]",15,15,12,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_6f946fa998e8,اشعة تلفزيونية,اشعه تلفزيونيه,Test,"[""اشعة تلفزيونية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_0a5df99d083d,البرولاكتين,البرولاكتين,Test,"[""البرولاكتين"", ""برولاكتين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_1c723cbf8db8,التجاوب الجيني,التجاوب الجيني,Test,"[""التجاوب الجيني""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_5a6306a3755c,التحاليل,التحاليل,Test,"[""التحاليل""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_a8cf24723db9,التطعيمات,التطعيمات,Test,"[""التطعيم"", ""التطعيمات""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_789144e7ff3c,الثيحال الريوي,الثيحال الريوي,Test,"[""الثيحال الريوي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_d990d9189fc6,الجلوكوز,الجلوكوز,Test,"[""الجلوكوز"", ""سكر الذرة"", ""سكر العنب""]",3,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_0e8b0f13e650,الجنين,الجنين,Test,"[""الجنين""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_51926b4c8cd0,الحيوانات المنوية,الحيوانات المنويه,Test,"[""الحيوانات المنوية"", ""حيوانات منوية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_c087a4192739,الديم,الديم,Test,"[""الديم""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_b558db393b58,السونار,السونار,Test,"[""السونار"", ""سونار""]",4,4,2,0.875,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_e668861db259,الصور الشعاعية,الصور الشعاعيه,Test,"[""الصور الشعاعية"", ""صور شعاعية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_29134280ebfe,الغدة الجار درقية,الغده الجار درقيه,Test,"[""الغدة الجار درقية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_c4ec2e232baf,الفحوصات المخبرية,الفحوصات المخبريه,Test,"[""الفحوصات"", ""الفحوصات المخبرية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_27c861759100,القسطرة التشخيصية,القسطره التشخيصيه,Test,"[""القسطرة التشخيصية"", ""قسطرة تشخيصية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_f65cef357cee,القولون,القولون,Test,"[""القولون""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_891e6b99157e,الكلية,الكليه,Test,"[""kidney"", ""الكلية""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_8c0ef281475a,المنظار,المنظار,Test,"[""المنظار""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_4e95ccf90696,النسبة,النسبه,Test,"[""النسبة""]",2,2,2,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_234f794d532f,الهرمون,الهرمون,Test,"[""الهرمون""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_4b0183158a0f,إيكو,ايكو,Test,"[""إيكو""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_5b6be44fb944,بزل الصدر,بزل الصدر,Test,"[""بزل الصدر""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_98e84ed88318,بيليروبين,بيليروبين,Test,"[""bilirubin"", ""بيليروبين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_fef71a173057,تحاليل,تحاليل,Test,"[""تحاليل"", ""تحاليل للكليسترول""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_dd68aa784555,تحاليل مخبرية,تحاليل مخبريه,Test,"[""تحاليل مخبرية"", ""تحليل العينات"", ""تحليل مخبري"", ""فحوصات جينية""]",39,39,33,0.891,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",new_user_extraction
ent_test_645255369776,تحليل,تحليل,Test,"[""تحليل""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_263ea3437869,تحليل AMH,تحليل amh,Test,"[""تحليل AMH""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_b5a508fd355c,تحليل ASOT,تحليل asot,Test,"[""تحليل ASOT""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_12bbbe35b55f,تحليل ESR,تحليل esr,Test,"[""تحليل ESR""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_318437e6f4d2,تحليل التراكمي,تحليل التراكمي,Test,"[""تحليل التراكمي""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_797bce2de90f,تحليل الحديد,تحليل الحديد,Test,"[""تحليل الحديد""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_433492431144,تحليل الحساسية,تحليل الحساسيه,Test,"[""RAST Test"", ""تحاليل مخبرية"", ""تحليل الحساسية""]",14,14,14,0.854,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",new_user_extraction
ent_test_8bda7a865308,تحليل السكر,تحليل السكر,Test,"[""تحليل السكر"", ""تحليل السكر التراكمى""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_3b671d46947b,تحليل الفيريتين,تحليل الفيريتين,Test,"[""تحليل الفيريتين""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_2dd05a8dc084,تحليل الكبد,تحليل الكبد,Test,"[""تحليل الكبد""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_cee0f03fdc31,تحليل براز,تحليل براز,Test,"[""تحليل براز""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_b7fc7b26bdd3,تحليل براز شامل,تحليل براز شامل,Test,"[""تحليل براز"", ""تحليل براز شامل""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_62f3f553cccf,تحليل بول,تحليل بول,Test,"[""تحليل بول""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_0ab51d1385e5,تحليل صائم,تحليل صايم,Test,"[""تحليل صائم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_f6ff9119ed14,تصوير الجهاز البولي,تصوير الجهاز البولي,Test,"[""تصوير الجهاز البولي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_ccfa39d8952e,تصوير بالرنين المغناطيسي,تصوير بالرنين المغناطيسي,Test,"[""تصوير بالرنين المغناطيسي""]",2,2,2,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_2fa028778221,تصوير بالموجات الفوق صوتية,تصوير بالموجات الفوق صوتيه,Test,"[""تصوير"", ""تصوير بالموجات الفوق صوتية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_0deca3ec9d8b,تلفزيون قلب,تلفزيون قلب,Test,"[""تخطيط كهربائية القلب"", ""تلفزيون قلب""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_b9ffea8a3b3d,حمض اليوريك,حمض اليوريك,Test,"[""تحليل الحمض"", ""حمض اليوريك""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_84971d541245,خصائي الاطفال,خصايي الاطفال,Test,"[""خصائي الاطفال""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_7633369aec20,رسم قلب,رسم قلب,Test,"[""تحليل الحساسية"", ""رسم قلب""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_e25254260950,سونار بطن وحوض مع انريمات الكبد,سونار بطن وحوض مع انريمات الكبد,Test,"[""سونار"", ""سونار بطن وحوض مع انريمات الكبد""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_c0d07b06fcff,صورة دم,صوره دم,Test,"[""صورة دم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_f1846b201f26,فحص,فحص,Test,"[""فحص""]",7,7,4,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_4a5bfa0ce9e5,فحص PCR,فحص pcr,Test,"[""فحص PCR""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_8a5c3e905acb,فحص البطن بالسونار,فحص البطن بالسونار,Test,"[""فحص البطن بالسونار""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_e2d8cff80977,فحص الثالاسيميا,فحص الثالاسيميا,Test,"[""فحص الثالاسيميا""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_2b2550da4a44,فحص الجرثومة الحلزونية,فحص الجرثومه الحلزونيه,Test,"[""تحاليل مخبرية"", ""فحص الجرثومة الحلزونية""]",1,1,1,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_4ea4666752c1,فحص الدم,فحص الدم,Test,"[""فحص الدم""]",3,3,3,0.883,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_2a7adb523ba9,فحص الدنا,فحص الدنا,Test,"[""فحص الدنا""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_276b644175b4,فحص السكر,فحص السكر,Test,"[""فحص السكر""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_6dcf66b68de3,فحص الفقرات العنقية,فحص الفقرات العنقيه,Test,"[""فحص الفقرات العنقية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_65516c9fb04d,فحص الكروموسومات,فحص الكروموسومات,Test,"[""فحص الكروموسومات""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_a114227d4326,فحص بول,فحص بول,Test,"[""فحص بول"", ""فحص بول الطبي""]",1,1,1,0.900,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_8dfa1780f518,فحص تحاليل مخبرية,فحص تحاليل مخبريه,Test,"[""فحص تحاليل مخبرية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_2bc30376cec9,فحص حمل,فحص حمل,Test,"[""فحص حمل"", ""فحص حمل الطبي""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_6cc18337a180,فحص دم للملاريا,فحص دم للملاريا,Test,"[""فحص دم للملاريا""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_4b193d00c85f,فحص زراعة البلغم,فحص زراعه البلغم,Test,"[""زراعة البلغم"", ""فحص زراعة البلغم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_ce6fcb80c1fe,فحص سريري,فحص سريري,Test,"[""التقييم"", ""فحص سريري""]",3,3,3,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_9f3510d36e01,فحص طبي,فحص طبي,Test,"[""فحص طبي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_d5c5c77ed56c,فحص مجموعات الدم,فحص مجموعات الدم,Test,"[""فحص مجموعات الدم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_db1175f121dc,فحص نخاع العظم,فحص نخاع العظم,Test,"[""فحص نخاع العظم""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_254b7361d764,فحوصات جينية,فحوصات جينيه,Test,"[""تحاليل جينية"", ""فحوصات جينية""]",3,3,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_16c36b4a667c,فوسفاتاز قلوية,فوسفاتاز قلويه,Test,"[""alkaline phosphatase"", ""فوسفاتاز قلوية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_c95d540d145b,قرص المعدة,قرص المعده,Test,"[""قرص المعدة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_test_53daf0bebd13,مفصل الكتف,مفصل الكتف,Test,"[""مفصل الكتف""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_425bad88e803,منظار,منظار,Test,"[""منظار""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_752d1924792a,نظرية الخلية,نظريه الخليه,Test,"[""نظرية الخلية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_8b503c2dc54c,هيموغلوبين,هيموغلوبين,Test,"[""هيموغلوبين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_7e88513b3bf7,Acetyl Salicylic Acid,acetyl salicylic acid,Treatment,"[""Acetyl Salicylic Acid""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_441dfb50ce30,AspicotK,aspicotk,Treatment,"[""AspicotK""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_b3c222de947d,Dabigatran,dabigatran,Treatment,"[""Dabigatran""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_183e85947f1d,Deyamethasone,deyamethasone,Treatment,"[""Deyamethasone""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_43dc015d2c81,euthyrox,euthyrox,Treatment,"[""euthyrox""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_f9afb64b4575,Euthyrox25,euthyrox25,Treatment,"[""Euthyrox25""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_3ca399102196,GLUCOVIG,glucovig,Treatment,"[""GLUCOVIG""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_9383f2419663,Hypersplenism,hypersplenism,Treatment,"[""Hyperspleenism"", ""Hypersplenism""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_318e308e2e2c,IVF,ivf,Treatment,"[""IVF""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_086608e650d2,Meddrat,meddrat,Treatment,"[""Meddrat"", ""Medications""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_4d680c503ac2,Radioactive Iodine,radioactive iodine,Treatment,"[""Iodine-131"", ""Radioactive Iodine""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_21722b3a3cbc,Tiroxine,tiroxine,Treatment,"[""T4"", ""Tiroxine""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_7197c00f491c,Vitamin D,vitamin d,Treatment,"[""Vit D"", ""Vitamin D""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_307befae7768,أبر جاهزة للحقن,ابر جاهزه للحقن,Treatment,"[""أبر جاهزة للحقن""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_cb5aeb58976f,أبيتنانت,ابيتنانت,Treatment,"[""أبيتنانت"", ""فيتامين""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_aec5dc2b9a06,إدخال أنبوب لشفط السائل,ادخال انبوب لشفط السايل,Treatment,"[""إدخال أنبوب لشفط السائل""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_treatment_3a4c1a2bc0a9,ادوية الحديد,ادويه الحديد,Treatment,"[""ادوية الحديد""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_b036153000f8,أدوية بالفم,ادويه بالفم,Treatment,"[""أدوية بالفم""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_2f2176430a9c,استاتين,استاتين,Treatment,"[""استاتين"", ""استاتين 20 جرام""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_87021c384206,استئصال,استيصال,Treatment,"[""استئصال"", ""استئصال الفص""]",2,2,2,0.900,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_treatment_d7c4801b256d,استئصال الإصبع السادسة,استيصال الاصبع السادسه,Treatment,"[""استئصال"", ""استئصال الإصبع السادسة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_543034bf73f8,استئصال المرارة,استيصال المراره,Treatment,"[""استئصال المرارة"", ""استئصال المرارة الجراحي""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_59d5995c44cb,استئصال المرارة بالتنظير,استيصال المراره بالتنظير,Treatment,"[""استئصال المرارة"", ""استئصال المرارة بالتنظير""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_treatment_cfd58ff106a6,افاستين,افاستين,Treatment,"[""افاستين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_fd42eb263b89,اكليل الجبل,اكليل الجبل,Treatment,"[""اكليل الجبل""]",1,1,1,0.850,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_treatment_3c3b0b18ce4a,الادوات,الادوات,Treatment,"[""الادوات""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_b333a867faf6,الأسبرين,الاسبرين,Treatment,"[""اسبرين"", ""الأسبرين"", ""الأسبرين + البلافيكس"", ""بيبي اسبرين""]",5,5,5,0.870,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_2622a2a540cb,الاستئصال الجراحي,الاستيصال الجراحي,Treatment,"[""الاستئصال الجراحي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_f5972d4787bd,الأسماك الدهنية,الاسماك الدهنيه,Treatment,"[""الأسماك الدهنية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_e10588af6bf0,الافطار,الافطار,Treatment,"[""الافطار"", ""حبوب او شوفان""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_621e99ad2c91,الاقاحات المضادة,الاقاحات المضاده,Treatment,"[""الاقاحات المضادة""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_839837a8561b,الاكثار من شرب الماء,الاكثار من شرب الماء,Treatment,"[""الاكثار من شرب الماء""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_103a7b1accd7,الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم,الامتناع عن اعطاء اي اطعمه او سوايل عن طريق الفم,Treatment,"[""الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم"", ""الامتناع عن تناول الطعام""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_b6802a79019a,الانجح,الانجح,Treatment,"[""الانجح""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_treatment_9318db295dde,الاندرال,الاندرال,Treatment,"[""الاندرال"", ""اندرال""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_d24fa2f2a3ed,الانعاش,الانعاش,Treatment,"[""الانعاش"", ""التنفس الصناعي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_ec4ebb2809d5,الانعاش القلبي,الانعاش القلبي,Treatment,"[""الانعاش القلبي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_cd8907496d4c,الانعاش القلبي الرئوي,الانعاش القلبي الريوي,Treatment,"[""الانعاش القلبي الرئوي"", ""التنفس الصناعي""]",3,3,2,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_039793a12776,الايزوتريتينوين,الايزوتريتينوين,Treatment,"[""الايزوتريتينوين""]",1,1,1,0.950,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_treatment_fc32e4036e25,البردقوش,البردقوش,Treatment,"[""البردقوش""]",2,2,2,0.850,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_treatment_c93941cf1d98,البروفين,البروفين,Treatment,"[""البروفين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_891f5d08fec8,البريمولوت ن,البريمولوت ن,Treatment,"[""البريمولوت ن""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_c91b15de897a,البقدونس,البقدونس,Treatment,"[""البقدونس""]",1,1,1,0.850,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_treatment_42c56e38e1d1,البقوليات,البقوليات,Treatment,"[""البقوليات""]",2,2,2,0.900,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_treatment_3677ba04b27f,التبرع بالدم,التبرع بالدم,Treatment,"[""التبرع"", ""التبرع بالدم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_3fd682796ae8,التروكسين,التروكسين,Treatment,"[""التروكسين""]",1,1,1,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_16cc3b5ca3be,التشخيص المبكر,التشخيص المبكر,Treatment,"[""التشخيص المبكر""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_treatment_451ebfb7cce2,التغذية,التغذيه,Treatment,"[""التغذية"", ""تغذية""]",1,1,1,0.750,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_f3a613a63534,التغذية بالأنبوب,التغذيه بالانبوب,Treatment,"[""أنبوب"", ""التغذية بالأنبوب"", ""تغذية بالأنبوب""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_02bcaecf1a7e,التفاح,التفاح,Treatment,"[""التفاح""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_48d78ab2fe1d,التفريش,التفريش,Treatment,"[""التفريش"", ""تفريش""]",1,1,1,0.800,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_ad98d6688d4a,التقيم,التقيم,Treatment,"[""الاخذ التاريخ"", ""التقيم""]",1,1,1,0.800,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_38ccbae05698,التلقيح الاصطناعي,التلقيح الاصطناعي,Treatment,"[""التلقيح الاصطناعي"", ""الحقن المجهري""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_73528964e41f,التوتر النفسي,التوتر النفسي,Treatment,"[""التوتر النفسي""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_0b31909dfb0f,الجراح,الجراح,Treatment,"[""الجراح""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_treatment_e8807cc4d324,الجراحة,الجراحه,Treatment,"[""الجراحة""]",11,11,5,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_treatment_5b2a681074cf,الجراحة التجميلية,الجراحه التجميليه,Treatment,"[""الجراحة التجميلية""]",1,1,1,0.850,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_treatment_c50d03330a17,الجراحة العادية,الجراحه العاديه,Treatment,"[""الجراحة العادية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_treatment_06f93bf4dc11,الجرعات الثلاثه,الجرعات الثلاثه,Treatment,"[""الجرعات الثلاثه""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_574f7ec272a2,الجرعة,الجرعه,Treatment,"[""الجرعة"", ""جرعة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_43cdb9f8f206,الجماع,الجماع,Treatment,"[""الجماع""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_f7646981eb0a,الجنين,الجنين,Treatment,"[""الجنين""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_treatment_d4184001686f,الجوارب,الجوارب,Treatment,"[""الجوارب""]",1,1,1,0.700,"[""llama-3.1-8b-instant""]",previous_user_extraction
