expansion_version,query_id,original_query,query_group,primary_intent,safety_mode,safety_reason,variant_c_query_source,graph_aliases_added,qa_id,source_row_number,question,answer,category,matched_variants,variant_a_rank,variant_b_rank,variant_c_rank,best_variant_rank,best_bm25_rank,variant_support_count,expansion_rank,relevance_label,error_reason,secondary_error_reason
partial_only_fts_v1,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,prevention_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0051727,51727,انا اول يوم الدورة الشعرية كان 22سبتمبر2022 و يوم 5و 8اكتوبر كان ايام التبويض مع العلم اني نزعت شريحة منع الحمل في نفس الشهر متى اعمل تحليل بول او دم...,إعملي تحليل الدم الرقمي اليوم,أمراض نسائية,A|B,3,3,,3,-18.655858,2,3,0,wrong intent,
partial_only_fts_v1,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,prevention_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0712805,712805,هل السل الكامن خطير و هل يمكن علاجعه في فترة قصيرة و ماهو تحليل الدم QFT,"مرض السل الكامن: في هذه الحالة، لديك عدوى السل، لكن هذه البكتيريا تبقى في جسمك في حالة غير نشطة ولا تتسبب في أي أعراض. مرض السل الكامن، يسمى أيضا مرض السل الغير نشط أو عدوى السل، و ليس معدي.
إذا كان الاختبار إيجابي لعدوى السل الكامن، فإن طبيبك قد ينصح بأخذ الأدوية للحد من مخاطر الاصابة بمرض السل. إذا كنت تستطيع منع مرض السل الكامن لديك من أن يصبح نشط، فلن تنقل مرض السل إلى أي شخص آخر.
ن ناحية الفحص الذي ذكرته لا يوجد فحص بهذا الاسم هل ممكن ان يكون KFT اذا هذا صحيح فهو يعني فحص لعمل الكلاوي",أمراض الجهاز التنفسي,A|B,5,4,,4,-13.493743,2,4,0,wrong disease,
partial_only_fts_v1,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,prevention_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0144454,144454,لم تنزل علي دوره بعد ترك حبوب مانع حمل بعد دوره شهري ماضي ما هو السب ماهي اعراض هرمون الحليب ؟؟؟,احيانا يحدث تأخر للدورة بعد توقف حبوب منع الحمل بدون سبب.له أعراض مختلفة وكثيرا مالا تظهر أعراض ويعرف زيادته أو نقصه من تحليل الدم,أمراض نسائية,A|B,4,5,,4,-13.400055,2,5,0,wrong intent,
partial_only_fts_v1,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,prevention_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0615473,615473,هل شرب الخل واللبن قبل تحليل الدم او البول يفيد فى منع الكشف عن المخدرات ؟,"يعتقد العديد من الأشخاص أن شرب الخل أو اللبن يساعد في منع الكشف عن تناول بعض الأدوية أو المخدرات عند إجراء الفحص، وفي الحقيقة لا يوجد ما يؤكد فاعلية هذه الطريقة في إخفاء نتائج تحليل المخدرات أو التأثير فيها.
يتم عادة أيضاً نصح الأشخاص الراغبين بإخفاء نتائج فحص المخدرات بشرب كمية كبيرة من الماء بعد شرب الخل، أو إضافة كمية بسيطة من الخل إلى عينة البول قبل تقديمها للمختبر، وفي حال اتباع أي من الطريقتين المذكورتين فإنه من السهل جداً الكشف عن التلاعب بالعينة من قبل الأخصائي في المختبر، وفي هذه الحالة قد يطلب إعادة إجراء التحليل تحت الإشراف، أو تقديم تقرير للجهة الطالبة لتحليل المخدرات بوجود تلاعب بالنتائج.
تعد أفضل طريقة للتخلص من المخدرات في الجسم لمنع ظهورها في تحليل المخدرات من خلال عدم استخدام أي منها لفترة طويلة قبل إجراء التحليل، وقد تحتاج بعض العناصر إلى شهر كامل حتى اختفائها بشكل تام من الجسم وعدم ظهورها في تحليل المخدرات عن طريق البول مثل نبات القنب (بالإنجليزية: Cannabis)، أما بالنسبة للعناصر الأخرى التي قد يتم البحث عنها في التحليل فقد تحتاج إلى مدة أقل للاختفاء من الجسم وعدم ظهورها في عينة البول، ومنها الآتي:

الأمفيتامينات (بالإنجليزية: Amphetamines) بين 2-4 أيام.
الكوكايين (بالإنجليزية: Cocaine) والكودايين (بالإنجليزية: Codeine) بين 1-4 أيام.
مجموعة أدوية الباربيتورات (بالإنجليزية: Barbiturates) ومجموعة البنزوديازيبينات (بالإنجليزية: Benzodiazepines)، ما يقارب 7 أيام.
الهيروين (بالإنجليزية: Heroin) ما يتراوح بين 2-3 أيام.

يجدر الذكر أن تحليل المخدرات بالطرق الأخرى مثل أخذ عينة من الدم أو الشعر قد يؤدي إلى الكشف عن استخدام بعض أنواع الأدوية أو المخدرات لفترات أطول بكثير من تلك التي يتم الكشف عنها عن طريق تحليل البول.
للمزيد:

كل ما تود معرفته عن جهاز تحليل المخدرات المنزلي
تحليل البول للكشف عن المخدرات",الطب العام,A|B,8,6,,6,-12.489061,2,6,0,wrong intent,
partial_only_fts_v1,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,prevention_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0614806,614806,مرحبا اجتني الدورة لكن بشكل قليل جدا علما انني تناولت حبوب منع الحمل قبل اسبوع من الدورة ؟؟؟ و هل ممكن يكون في حمل غزلاني ولا لا؟؟,"عندما تبدأين تناول حبوب منع الحمل في منتصف الدورة أو قبل أسبوع منها أي في مرحلة الإباضة، تكونين معرضة للحمل ويجب أن تستخدمي وسيلة منع حمل احتياطية أخرى خلال الشهر الأول. 
وبالنسبة لاحتمالية حدوث الحمل الغزلاني مع حبوب منع الحمل قبل أسبوع من الدورة أي بالكيفية التي ذكرتيها فإنه من المحتمل أن يحدث الحمل عموماً سواء الحمل الغزلاني (أي حمل مع نزول الدم في الثلاثة أشهر الأولى) أو غيره، ولكن ما يثبت حدوث حمل أو لا هو وجود هرمون الحمل ويمكن الكشف عن وجوده في جسمك عن طريق:

تحليل الدم.
تحليل البول.

وجدير بالذكر أنه عند بدء تناول حبوب منع الحمل قبل أسبوع من الدورة، قد يستغرق جسمك وقتاً أطول للتكيف مع الدورة الهرمونية الجديدة، وقد يتسبب هذا في نزول الدورة بشكل قليل أو غير منتظم. قد يستغرق الأمر بضعة أشهر للعودة لفترات أكثر انتظاماً.
للمزيد:

نزول دم مع حبوب منع الحمل
حبوب منع الحمل بين الفوائد والأضرار المحتملة
وسائل منع الحمل، ما لها وما عليها
كيف تستخدم لصقات منع الحمل وما مدى فاعليتها؟",أمراض نسائية,A|B,6,8,,6,-11.6624,2,7,0,wrong intent,
partial_only_fts_v1,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,prevention_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0346152,346152,توقفت عن شرب حبوب منع الحمل في 15/7/2017 نزلت الدورة في 18/7/2017 وليوم 20/8/2017 هل يمكن ان يكون حمل؟,"لا يمكن الجزم بوجود الحمل إلا عن طريق إجراء فحص الحمل إما عن طريق تحليل الدم أو تحليل الحمل المنزلي. حيث أن من أول علامات الحمل تأخر الدورة الشهرية المنتظمة لمدة أسبوع أو أكثر خاصة أن بعض أشرطة حبوب منع الحمل لا تحتوي على الهرمون الذي يمنع حدوث الحمل في آخر 7 حبات من الشريط. 
لذا يفضل إجراء اختبار الحمل في حال تأخر الدورة الشهرية وظهور أي من الأعراض التالية: تورم الثديين، الغثيان مع أو بدون تقيؤ، زيادة التبول، التعب العام، النفخة، تغيرات المزاج، التشنج، الإمساك، احتقان الأنف، التبقع وغيرها.
للمزيد: هل يخطئ اختبار الحمل المنزلي؟
المرجع:",أمراض نسائية,A|B,7,7,,7,-12.065977,2,8,0,wrong intent,
partial_only_fts_v1,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,prevention_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0787610,787610,، اريد ان استفسر عن كيفيه تشخيص تكيس المبايض؟وهل تحليل الدم يوضح وجود التكيس ام لا؟ لان الدكتورة عملت لي تحليل للهرمونات وشخصت وجود تكيس بالمبايض بسيط غير ملحوظ بالتصوير...,"تكيس المبايض، هوعباره عن وجود اكثر من 10-12 بويضة بحجم 8-10 ملم منتشرة في محيط المبيض وهذا قد يؤدي الى اضطراب بعمليه الإباضة الطبيعية بسبب خلل هرموني في الجسم وهو يكون أحيانا متلازما مع عدة أعراض تظهر معا على المريضة و حينها يسمى بمتلازمة تكيس المبايض مثل اضطرابات الدورة الشهرية و ازدياد وزن الجسم و ظهور الشعر الخشن في مناطق مختلفة من جسم المرأة , و أحيانا لا يكون للمرض أي أعراض و يمكن اكتشاف وجوده مصادفة أثناء الفحص الروتيني للمريضة. لا يوجد علاج جذري لحاله تكيس المبايض ،ولكن معالجه الاعراض كل على حده يقلل من ظهور الاعرض. فمثلاً حبوب منع الحمل هي من الأدوية المستعملة لعلاج هذه الحالات حيث أنها تنظم نزول الدورة الشهرية , وكذلك الأدوية المضادة للهرمونات الذكرية . وكذلك أدوية لعلاج البشرة وحب الشباب والشعر الكثيف وكذلك قد يؤدي تكيس المبايض في بعض الاحيان الى تاخر بحصول الحمل وبهذه الحاله للمساعده على الحمل يمكن اعطائك منشطات للاباضه .اما حبوب عن طريق الفم او حقن تحت الجلد وذلك حسب حالتك ومدى الاستجابه لديك وهذا يقرره طبيبك من خلاال الاشراف على حالتك ومتابعت الاباضه لديك اثناء اعطائك احد المنشطات .لذلك لتشخيص انك تعانين من تكيس على المبايض انصحك بمراجعه اخصائي نسائيه لاجراء الفحوصات الهرمونيه اللازمه المتعلقه بتكيس المبايض مثل ""ال,اتش"" , ""اف,اس,اتش"" , ""تستسترون"" وكذلك اجراء فحص للمبايض بجهاز الموجات الفوق صوتيه.",أمراض نسائية,A|B,10,9,,9,-10.354833,2,9,0,wrong disease,
partial_only_fts_v1,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,prevention_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0252273,252273,انا بيظهر كدمات ف جسمى بدون الم وبالذات لما بنام زعلانه بس كل مره بيزيد حجمها وف اماكن مختلفه هل كدا معرضه لجلطه وكمان بيحصل تقل ف رجلى مش بقدر...,"السلام عليكم..
ليس بالضرورة ان يكون هذا الأمر دلاله لزيادة نسبه حدوث تجلطات. بل من الممكن ان تكون هناك مشكله بالتخثر وتحتاجين الى فحص لصفائح الدم عن طريق تحليل الدم المخبري والمجهري.
ان العوامل التي تؤدي الى زياده نسب حدوث الجلطات هي اما عوامل وراثية او جينيه او انها عوامل غير موروثه مثل السمنه والسفر الطويل بدون حركة والعمليات الجراحيه والاصابات التي تؤدي الي كسور وتجبير وغيرها بالضافه الى بعض الادويه واهمها حبوب منع الحمل
بالسلامه والشفاء",أمراض باطنية,A|B,9,10,,9,-8.833904,2,10,0,wrong symptom,
partial_only_fts_v1,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,prevention_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0603486,603486,مامعنى الاختصار mcv&mch بالتحاليل الطبيه,mcv متوسط حجم الكريات الحمراء المقاسة - mch متوسط معدل الهيموغلوبين في كل كرية حمراء,الطب العام,C,,,1,1,-46.683126,1,11,1,missing key constraint,
partial_only_fts_v1,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,prevention_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0603488,603488,مالذي يعنيه اختصار Mcv/Mch بالتحليل الطبي,MCV هو متوسط حجم كل الكريات الحمراء المقاسة و الMCH هو المعدل الوسطي للهيموغلوبين في كل كرية حمراء وهما مع نسبة الدم اي ال HCT توضح نوع الانيميا,الطب العام,C,,,2,2,-43.938869,1,12,1,missing key constraint,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0568889,568889,ما سبب الإغماء أو الدوخه أو فقدان الوعي وقت تخدير الضرس باابره البنج!!!!,الخوف و الحالة النفسيه .,أمراض الأسنان,A|C,1,,9,1,-25.741252,2,1,0,wrong symptom,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0030963,30963,السلام عليكم انا اعاني من اضطراب الهلع و الخوف منه لا يفارقني طيلة الوقت. تعرضت لعدة مرات لهذه النوبات و شعرت بجميع الاعراض المصاحبة للنوبة ما عدا فقدان الوعي او...,نعم هو كذلك ونحتاج إلى علاج نفسي مكثف في جلسات,أمراض نفسية,C,,,1,1,-33.729164,1,2,0,wrong disease,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0386457,386457,ابني عمره 9 شهور ويعاني من كحه شديده الدكتور كتب له على ب خاخه اتروفنت 5 بخات ثلاثة مرات في اليوم لمده أسبوعين ولكن مافهمت كيف اقلل الجرعه تدريجيا لأنه...,"السعال له اسباب عديدة والعلاج يختلف باختلاف السبب
الاترفنت وحده غير كاف مهما كان سبب السعال حتى لو كان منشا تحسسي ربوي
يجب مراجعة طبيب الاطفال لمعاينة الحالة",أمراض الأطفال,B,,1,,1,-17.224688,1,3,1,missing key constraint,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0141423,141423,غيبوبة السكري. انتضم السكري فقدان الوعي بعده صورنا صورة اشعه طلعة كويسه أيش سبب فقدان الوعي في اضرار,عدم انتظام السكر مع اخذ العلاج ..قد يكون نتيحة عدم انتظام الاكل.. وتناول مشويات بطريقه كبيرة تؤدى الى ارتفاع نسبه الجلوكز ....مطلوب تحليل سكر تراكمى... واخد سيدفاج منظم للسكر,الطب العام,A,2,,,2,-19.327337,1,4,0,wrong disease,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0142692,142692,طفلي يعاني من سيلان الانف فجأه بدون احتقان ولا زكام ويعاني من اسهال فليوم 5 مرات الحمى تصل ٣٨ ما سبب مرضه وما هوه العلاج المناسب له في عمر سنه...,"ألف سلامة عليه..
اعراض التسنين سخونة بسيطة رشح كحة اسهال قريفة
يمشي علي زيرتك نقط نص قطارة ليلا مع المتابعة",أمراض الأطفال,B,,2,,2,-16.066089,1,5,0,unsupported recommendation,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0301590,301590,اعراضي دقات قلبي القويه و تليها دوخة و ضباب في الاعين و سقوط متتدرج و بعدها فقد الوعي و تكررت هذه الظاهرة عده مرات,لا داعي للقلق لكن هناك أسباب كثيرة لهكذا حالة ولا يمكن تحديدها إلا من خلال الفحص الطبي,أمراض القلب و الشرايين,C,,,3,3,-30.363893,1,6,1,missing key constraint,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0732454,732454,لماذا تزيد فترة الكحه مع الاطفال بالرغم من تناول الدواء,هى بقايا افرازت الكحه حتى يتخلص هنما الجسم.الدواء حيانا يكون من النوع الذى يحلل البلغم ويصبح سائل والسعال الى التخلص من هذه الافرازات,أمراض الأطفال,A,3,,,3,-19.240094,1,7,0,wrong intent,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0794268,794268,":
انا عمري 25 سنة حول كيفية معالجة الكحه الشديدة و ارجو اعطائي اسم دوام مفيد لذلك. شاكرين تعاونكم",يجب معرفة سبب الكحة ونوعها ، فهل هي جافة غير مصحوبة ببلغم أم هي مصحوبة ببلغم ثم هل هي بسبب رشح وزكام أم التهاب حلق ولوز أم بسبب التهاب الرئة ؟إذا استمرت الكحة عدة أيام ولم تستجب للعلاج فيجب عمل صورة أشعة للصدر وعلى العموم يمكنك تناول مضاد حيوي قوي مثل سايبروفلوكساسين 500مغم مرتين يوميا مع بروفن 400 مغم 3 مرات يوميا وإ1ا كانت الكحة مع بلغم تناول دواء بايسلفون 8 مغم وإذا كانت جافة تناول دواء توبلكسيل أو ميرليسيوم,أمراض الجهاز التنفسي,B,,3,,3,-15.126212,1,8,1,missing key constraint,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0769268,769268,ماذا افعل ابني يعاني من فقدان الوعي ودوخه مصاحبه لصداع ويتكلم بكلمات غير معروفه لفتره لاتزيد عن ٥ دقايق وتتكرر الحاله ٣ مرات خلال يومين وتاتي كل شهرين او ثلاثه...,من الصعب اعطاء جواب على هذا السؤال دون المعاينة السريرية واجراء تخطيط دماغ كهرائي وصورة شعاعية عن طريق اخصائي الاطفال او العصبية,أمراض الأطفال,C,,,4,4,-30.354633,1,9,1,different clinical scenario,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0312415,312415,لماذا يوجد ألم في الكلى عند الكحه وهل شرب الفوار مفيد لألم الكلى,"الفوار عباره عن مطهر ولا علاقه له بالالم
على الأغلب ان الالم مع الكحه هو الم عضلات الظهر او البطن وليس الم من الجهاز البولي او الكلى
عالج الكحه وسيختفي الأعراض تلقائيا على الأغلب",أمراض المسالك البولية والتناسلية,A,4,,,4,-18.686637,1,10,0,wrong anatomy,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0395118,395118,انا اعاني من ضيق في التنفس منذ ثلاث اشهر ذهبت الى المشفى عدة مرات ولعديد من الاطباء الالمان وقالو انني سليم تماما القلب سليم وجميع التحاليل سليمة ولكن انا اعاني...,"لابد من ان يراك طبيب صدري
واحيانا لايكون سبب عضوي بل نفسي
ربما تشعر بضيق معنوي
خاصة اذا لايوجد اعراض مثل الكحة والصفير وسيلان الانف",أمراض الجهاز التنفسي,B,,4,,4,-14.26952,1,11,0,wrong symptom,
partial_only_fts_v1,evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,كحه,ahdqa_0108135,108135,تعرضت لضربة على رأسي قبل ٥ سنوات أدت إلى فقدان الوعي لمدة دقائق، هل يؤدي هذا إلى انخفاض ذكائي و مستواي الدرأسي؟ كانت الضربة شديدة بسبب الوعي على الأرض على...,ليس لها تاثير على ذكاءك,الأمراض العصبية,C,,,5,5,-28.144495,1,12,0,different clinical scenario,
partial_only_fts_v1,evalv1_052,لدي ألم في رأسي من الخلف حتى الامام من الجهة اليسرى وكثيرا ما تأتيني هذه النوبات أحيانا بعد أيام من زوال الألم يصاحب ذلك خروج الدم من أنفي ويصل هذه...,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0037907,37907,عمرى17 اي من الم فى الصدر فى الجهة اليسرى يصاحب الم الذراع ايضا وارتفاع طفيف في درجة الحرارة من اربع ايام الالم يشبه ثقل او عصر للقلب وكذلك احيانا اعانى...,يرجى عمل رسم قلب وايكو على القلب للاطمئنان,الطب العام,C,,,1,1,-43.807352,1,1,0,wrong anatomy,
partial_only_fts_v1,evalv1_052,لدي ألم في رأسي من الخلف حتى الامام من الجهة اليسرى وكثيرا ما تأتيني هذه النوبات أحيانا بعد أيام من زوال الألم يصاحب ذلك خروج الدم من أنفي ويصل هذه...,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0203538,203538,هل بعد من الطبيعي ان يكون الشعر خفيفا في مكان وكثيرا في مكان آخر؟ انا في أعلى راسي من الامام الشعر خفيف نوعا ما من الخلف كثيف فعل هذا طبيعي؟,الشعر يخف في المقدمه قد يكون نتيجه استخدام الجل والكريمات,الأمراض الجلدية,C,,,2,2,-41.916734,1,2,0,wrong anatomy,
partial_only_fts_v1,evalv1_052,لدي ألم في رأسي من الخلف حتى الامام من الجهة اليسرى وكثيرا ما تأتيني هذه النوبات أحيانا بعد أيام من زوال الألم يصاحب ذلك خروج الدم من أنفي ويصل هذه...,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0265199,265199,لدي الم في الرقبة من الجهة اليسرى يمتد الى الكتف والرأس و احياناً الم في جهة العين اليسرى من الامام، استطيع تحريك رأسي و لكن اشعر بعدم الراحة عند فعل...,السبب هو سوفان أو انزلاق الفقرات العنقية مع انضغاط جذور الاعصاب,أمراض العضلات والعظام و المفاصل,C,,,4,4,-41.225044,1,3,1,different clinical scenario,
partial_only_fts_v1,evalv1_052,لدي ألم في رأسي من الخلف حتى الامام من الجهة اليسرى وكثيرا ما تأتيني هذه النوبات أحيانا بعد أيام من زوال الألم يصاحب ذلك خروج الدم من أنفي ويصل هذه...,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0064643,64643,اسباب الالم عند الجهة الخلفيه من الراس فوق الاذن اليسرى علما بأنه سابقا كان رأسي من الخلف ورقبتي يؤلمني حدث معي ثلاث مرات متفاوته الم في الراس من الخلف ويختفي...,ألم تشنجي رقبي. قد تكون هناك مشاكل بالفقرات الرقبية.,أنف، أذن وحنجرة,C,,,5,5,-40.039082,1,4,1,missing key constraint,
partial_only_fts_v1,evalv1_052,لدي ألم في رأسي من الخلف حتى الامام من الجهة اليسرى وكثيرا ما تأتيني هذه النوبات أحيانا بعد أيام من زوال الألم يصاحب ذلك خروج الدم من أنفي ويصل هذه...,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0429056,429056,احس بالم في الجهة اليسرى من الصدر تحت الضلع الايسر. احيانا من الامام تحت الثدي واحيانا من الخلف. منذ سنة تقريبا يشتد ويخف لكن الان لا يخف ابدا ويضايقني في...,الالم يدل على شد عضلى لكن من المستحب مراجعة طبيب قلب لإجراء فحوصات للتأكد,أمراض القلب و الشرايين,C,,,6,6,-39.458866,1,5,0,wrong anatomy,
partial_only_fts_v1,evalv1_052,لدي ألم في رأسي من الخلف حتى الامام من الجهة اليسرى وكثيرا ما تأتيني هذه النوبات أحيانا بعد أيام من زوال الألم يصاحب ذلك خروج الدم من أنفي ويصل هذه...,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0502065,502065,انا اشعر بالم في الجهه اليسرى من وجهي مع عيني اليسرى وبعدها اشعر في الم في راسي من الخلف وهذا الالم ليس متزامن,يجب زيارة الطبيب لتحديد السبب بدقة ، غالبا يكون سبب الام الوجه مع العين هو اتصل التهاب الجيوب .,صحة عامة,C,,,7,7,-39.389537,1,6,1,different clinical scenario,
partial_only_fts_v1,evalv1_052,لدي ألم في رأسي من الخلف حتى الامام من الجهة اليسرى وكثيرا ما تأتيني هذه النوبات أحيانا بعد أيام من زوال الألم يصاحب ذلك خروج الدم من أنفي ويصل هذه...,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0564849,564849,الم في راسي من الخلف في الجهة اليسرى في نفس المكان ماهو سبب هدا الالم؟,قد تكون رضة بسبب ضربة خفيفة. و قد تكون صداع شقيقة يعتمد على المدة التي تعانين بها من هذه المشكلة,الطب العام,C,,,8,8,-39.364631,1,7,1,missing key constraint,
partial_only_fts_v1,evalv1_052,لدي ألم في رأسي من الخلف حتى الامام من الجهة اليسرى وكثيرا ما تأتيني هذه النوبات أحيانا بعد أيام من زوال الألم يصاحب ذلك خروج الدم من أنفي ويصل هذه...,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0697883,697883,تأتيني آلام في عضلة الكتف الأيسر وتمتد للرقبه والى وسط الظهر جهة اليسار احيانا ينزل لليد والقلب ويصل الالم للفك الأيسر والأسنان السفلى في تلك الجهه لاحظت تورم في العضله...,"ينصح لك مراجعة اخصائي باطني وقلب , لابد من عمل تخطيط قلب وايكو لعضلة القلب",أمراض العضلات والعظام و المفاصل,C,,,9,9,-38.724479,1,8,0,wrong anatomy,
partial_only_fts_v1,evalv1_052,لدي ألم في رأسي من الخلف حتى الامام من الجهة اليسرى وكثيرا ما تأتيني هذه النوبات أحيانا بعد أيام من زوال الألم يصاحب ذلك خروج الدم من أنفي ويصل هذه...,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0643795,643795,اعاني من الم في راسي من الامام ومن الخلف وفي معظم الاحيان من الجهة اليمني ومع الشعور بالدوار وشعور المستمر بالتقيؤ واشعر بالفشل في الاطراف جسمي وتزداد الاعراض فالدورة الشهريه,تمت الاجابة,الأمراض العصبية,C,,,10,10,-38.556591,1,9,1,different clinical scenario,
partial_only_fts_v1,evalv1_061,السلام عليكم انا من ممارسين العاده السريه وعمري 20 في بعض الأحيان يخرج مني السائل لا اراديا عند التحرك أو في حالة التهيج ما السبب والعلاج,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0175173,175173,"عمري ٢٠ سنة
عند ممارستي العادة السرية لا أشعر بشي و لا يخرج السائل المنوي لكن في بعض الأحيان عند النوم تراودني أحلام جنسية و عندما أستيقظ أجد السائل المنوي...",هذا امر نفسي وليس عضوى ويمكن ان يتحسن مع الممارسة بمرور الوقت,الصحة الجنسية,C,,,1,1,-48.668935,1,1,1,different clinical scenario,
