qa_id,source_row_number,split,category,category_en,question,answer,question_norm,answer_norm,qa_char_len
ahd5k_04697,767175,graph_train,الطب البديل,Alternative medicine,السلام عليكم ..انا متزوجة وعمري 29 سنة ولدي ثلاثة اطفال اعاني من الدوالي في ساق قدمي بدت الدوالي عندي وانا حامل بالطفل الثاني وازدادت مع حملي في الطفل الثالث ....,دوالي الساقين : هي تضخم الأوردة السطحية وقد تحدث في أي مكان من الجسم ولكنها أكثر انتشارا في الساقين . الأسباب متعددة : الوراثة ، تقدم العمر ،الحمل ، السمنة الزائدة ، الوقوف أو الجلوس على الكرسي لفترة طويلة ، ضعف صماكات الأوردة. ++ نصائح يمكن اتياعها تعمل على تقليلها أو اختفائها ، وهي : --ممارسة الرياضة لتنشيط الدورة الدموية .--انقاص الوزن .-- تجنب انتعال الحذاء ذي الكعب العالي أو الذي بدون كعب .---التمدد ورفع الساقين لمستوى أعلى من الجسم ---تجنب الوقوف أو الجلوس لمدة طويلة .-- تجنب الاستحمام بماء ساخن العلاج : 1-- تنفيذ النصائح السابقة وتناول علاج بسيط مثل فينوروتون 2--اغلاق الوريد بحقن مادة خاصة (اسكليروثيرابي)فيرغم الدم على المرور في وريد آخر. 3--استئصال الأوردة الصغيرة المتفرعة من الوريد المصلب. 4-- استئصال الوريد المصاب نفسه 5-- جراحة النظار . 6--وافضل طريقة هي العلاج بالليزر حيث أثبتت الأبحاث العالمية نجاحا يفوق الجراحات الأخرى .وه تقوم على تدمير الوريد الرئيسي وهو الوريد الصافن وتعمل على اغلاقه فيمنع عودة الدم وعودته .وفي مثل حالتك وتدعى الشعيرات العنكبوتية فالعلاج بالليزرأثبت نتائجا ممتازة ونسبة مرتفعة من النجاح ، وهي سهلة وآمنة لجميع أنواع البشرة . ومسحها بالخل لا يفيدها واستعماله لفترة طويلة يضر بالجلد.,السلام عليكم .انا متزوجه وعمري 29 سنه ولدي ثلاثه اطفال اعاني من الدوالي في ساق قدمي بدت الدوالي عندي وانا حامل بالطفل الثاني وازدادت مع حملي في الطفل الثالث .,"دوالي الساقين : هي تضخم الاورده السطحيه وقد تحدث في اي مكان من الجسم ولكنها اكثر انتشارا في الساقين . الاسباب متعدده : الوراثه , تقدم العمر ,الحمل , السمنه الزايده , الوقوف او الجلوس علي الكرسي لفتره طويله , ضعف صماكات الاورده. ++ نصايح يمكن اتياعها تعمل علي تقليلها او اختفايها , وهي : --ممارسه الرياضه لتنشيط الدوره الدمويه .--انقاص الوزن .-- تجنب انتعال الحذاء ذي الكعب العالي او الذي بدون كعب .---التمدد ورفع الساقين لمستوي اعلي من الجسم ---تجنب الوقوف او الجلوس لمده طويله .-- تجنب الاستحمام بماء ساخن العلاج : 1-- تنفيذ النصايح السابقه وتناول علاج بسيط مثل فينوروتون 2--اغلاق الوريد بحقن ماده خاصه (اسكليروثيرابي)فيرغم الدم علي المرور في وريد اخر. 3--استيصال الاورده الصغيره المتفرعه من الوريد المصلب. 4-- استيصال الوريد المصاب نفسه 5-- جراحه النظار . 6--وافضل طريقه هي العلاج بالليزر حيث اثبتت الابحاث العالميه نجاحا يفوق الجراحات الاخري .وه تقوم علي تدمير الوريد الرييسي وهو الوريد الصافن وتعمل علي اغلاقه فيمنع عوده الدم وعودته .وفي مثل حالتك وتدعي الشعيرات العنكبوتيه فالعلاج بالليزراثبت نتايجا ممتازه ونسبه مرتفعه من النجاح , وهي سهله وامنه لجميع انواع البشره . ومسحها بالخل لا يفيدها واستعماله لفتره طويله يضر بالجلد.",1291
ahd5k_04701,245947,graph_train,أمراض القلب و الشرايين,Cardiovascular disease,انا اعاني من دوخة خاصة اثناء المشي وفي بعض الاحيان ضيق تنفس كما انني اعاني من مشكل اثناء بداية النوم لانها تنتابني الدوخة وتسارع في ضربات القلب ارجوكم افيدوني وشكرا,كثير من الفتيات يعانن من هذه الأعراض وذلك نتيجة انخفاض الضغط وبالتالي ارتفاع نبضات القلب والشعور بالدوخة والإجهاد وينصح بتناول وجبة الإفطار والإكثار من السوائل والأملاح .. ألف سلامة,انا اعاني من دوخه خاصه اثناء المشي وفي بعض الاحيان ضيق تنفس كما انني اعاني من مشكل اثناء بدايه النوم لانها تنتابني الدوخه وتسارع في ضربات القلب ارجوكم افيدوني وشكرا,كثير من الفتيات يعانن من هذه الاعراض وذلك نتيجه انخفاض الضغط وبالتالي ارتفاع نبضات القلب والشعور بالدوخه والاجهاد وينصح بتناول وجبه الافطار والاكثار من السوايل والاملاح . الف سلامه,345
ahd5k_04706,274111,graph_train,أمراض القلب و الشرايين,Cardiovascular disease,اشعر بالم عند الاستيقاظ فى الكليتين من النوم و عندما اتنفس يزيد الالم .. و بعد الاستيقاظ و التبول و شرب الماء يختفى الالم .. كل يوم اشعر بذلك ارجو...,الف سلامة انصحك بعمل تحليل بول و نسبة يوريك اسيد و سونار على البطن و الحوض مبدئيا و من ثم مراجعة طبيب مسالك و الاكثار من شرب الماء,اشعر بالم عند الاستيقاظ في الكليتين من النوم و عندما اتنفس يزيد الالم . و بعد الاستيقاظ و التبول و شرب الماء يختفي الالم . كل يوم اشعر بذلك ارجو.,الف سلامه انصحك بعمل تحليل بول و نسبه يوريك اسيد و سونار علي البطن و الحوض مبدييا و من ثم مراجعه طبيب مسالك و الاكثار من شرب الماء,279
ahd5k_04728,796682,graph_train,أمراض باطنية,Esoteric,بين فترة وأخرى قد تصل لثلاثه اسابيع فقط وبشكل مفاجئ اشعر بأعراض مماثله تماما لأعراض النزله المعويه مع وجود ألم في الجهه اليمنى من الظهر والبطن يتسلل للرجل اليمنى كلما...,الام البطني يحمل قائمة من الاسباب، ولكن في حال وجود الم قولنجي(مغص) يترردد بشكل متقطع مع الم نازل للطرفين السفليين واحيانا للمنطقة التناسلية يمكن التوجه نحو اصابات الجهاز البولي خاصة التهابات المسالك البولية ولابد من اجراء بعض الفحوصات والتحاليل بمراجعة الطبيب للوقوف على السبب,بين فتره واخري قد تصل لثلاثه اسابيع فقط وبشكل مفاجي اشعر باعراض مماثله تماما لاعراض النزله المعويه مع وجود الم في الجهه اليمني من الظهر والبطن يتسلل للرجل اليمني كلما.,"الام البطني يحمل قايمه من الاسباب, ولكن في حال وجود الم قولنجي(مغص) يترردد بشكل متقطع مع الم نازل للطرفين السفليين واحيانا للمنطقه التناسليه يمكن التوجه نحو اصابات الجهاز البولي خاصه التهابات المسالك البوليه ولابد من اجراء بعض الفحوصات والتحاليل بمراجعه الطبيب للوقوف علي السبب",446
ahd5k_04733,327643,graph_train,أرجية حساسية,Allergic allergy,السلام عليكم عندي حكة في جميع مناطق الجسم منذو 6 اشهر رغم اني اسعملت جميع لادويه دون فائده,ارتكاريا او شريه ولها عدة اسباب منها حساسيه بسبب عثة الفراش او الزرع او اطعمه ومنها ماله اسباب اخرى تتعلق بامراض الكبد والكلى لابد من مراجعة طبيب,السلام عليكم عندي حكه في جميع مناطق الجسم منذو 6 اشهر رغم اني اسعملت جميع لادويه دون فايده,ارتكاريا او شريه ولها عده اسباب منها حساسيه بسبب عثه الفراش او الزرع او اطعمه ومنها ماله اسباب اخري تتعلق بامراض الكبد والكلي لابد من مراجعه طبيب,235
ahd5k_04735,803507,graph_train,علم الأجنة,Embryology,هل فايروس السايتو ميقالو يسبب تشوهات للجنين لأني حاملة للمرض وثلاث مرات أحمل ويتوفى الجنين عند الشهر الثالث والخامس و في السادس وكان به تشوهات تضخم الكلى وسائل في االبطن...,اذا كنت مجرد حاملة للمرض فلا يوجد تأثير ولكن هذا الفيروس قد ينشط في اي وقت لذا لا بد من عمل تحليل CMV IgM بصفة دورية خاصة اثناء الحمل وبمجرد تحول التحليل الى ايجابي يجب استعمال العلاج في الحال لأن الفيروس النشط يسبب بالفعل تشوهات للجنين,هل فايروس السايتو ميقالو يسبب تشوهات للجنين لاني حامله للمرض وثلاث مرات احمل ويتوفي الجنين عند الشهر الثالث والخامس و في السادس وكان به تشوهات تضخم الكلي وسايل في االبطن.,اذا كنت مجرد حامله للمرض فلا يوجد تاثير ولكن هذا الفيروس قد ينشط في اي وقت لذا لا بد من عمل تحليل cmv igm بصفه دوريه خاصه اثناء الحمل وبمجرد تحول التحليل الي ايجابي يجب استعمال العلاج في الحال لان الفيروس النشط يسبب بالفعل تشوهات للجنين,408
ahd5k_04739,808347,graph_train,علم التشريح,Anatomy,ما هي الوظيفة الاساسية لجذع الدماغ ومما يتكون وما هي العلاقة بينه وبين الاخدعين وهل هناك حالات موت دماغي شفيت ام ان الامر مستحيل,وهو ذو شكل مخروطي ويصل بين الجسر من فوق والنخاع الشوكي تحته.ويوجد على سطحه الأمامي أخدود ناصف وعلى كل جانب إنتفاخ يدعى الهرم . وتتكون الهرمين من حزم من الألياف العصبية التي تأتي من خلايا عصبية عريضة في التلفيف قبل المركزي.ووراء الهرم يكون هناك إرتفاع يسمى الزيتونة تتكون من الأنوية الزيتونية تحتها وخلف الزيتونة تكون السويقة المخيخية التي تصل إلى المخيخ. تصدر منه الأعصاب القحفية 9،10،11،12. وفيه مراكز عصبية أخرى تتحكم في وظائف أعضاء الجسم : تنظيم التنفس، تنظيم القلب، السعال والعطاس، توسيع وتضييق الأوعية الدموية، البلع والتقيؤ والمعدة ومراكز ردود الفعل. أما الأخدعين فهما فروع من الشريان الرقبي ولا علاقة لهما بجذع الدماغ. من جهة أخرى الموت الدماغي يعني عدم وجود موجات كهربائية في تخطيط الدماغ الكهربائي. وقد تحصل المعجزات، ولكنها ليست قانوناً.,ما هي الوظيفه الاساسيه لجذع الدماغ ومما يتكون وما هي العلاقه بينه وبين الاخدعين وهل هناك حالات موت دماغي شفيت ام ان الامر مستحيل,"وهو ذو شكل مخروطي ويصل بين الجسر من فوق والنخاع الشوكي تحته.ويوجد علي سطحه الامامي اخدود ناصف وعلي كل جانب انتفاخ يدعي الهرم . وتتكون الهرمين من حزم من الالياف العصبيه التي تاتي من خلايا عصبيه عريضه في التلفيف قبل المركزي.ووراء الهرم يكون هناك ارتفاع يسمي الزيتونه تتكون من الانويه الزيتونيه تحتها وخلف الزيتونه تكون السويقه المخيخيه التي تصل الي المخيخ. تصدر منه الاعصاب القحفيه 9,10,11,12. وفيه مراكز عصبيه اخري تتحكم في وظايف اعضاء الجسم : تنظيم التنفس, تنظيم القلب, السعال والعطاس, توسيع وتضييق الاوعيه الدمويه, البلع والتقيو والمعده ومراكز ردود الفعل. اما الاخدعين فهما فروع من الشريان الرقبي ولا علاقه لهما بجذع الدماغ. من جهه اخري الموت الدماغي يعني عدم وجود موجات كهرباييه في تخطيط الدماغ الكهربايي. وقد تحصل المعجزات, ولكنها ليست قانونا.",875
ahd5k_04742,470731,graph_train,أمراض القلب و الشرايين,Cardiovascular disease,كنت احس من قبل بدقات قلب مفاجاة و انتهت وحدها و اليوم احسست ان قلبي المني و كان 20 ابرة دخلوا قلبي,يجب عليك زياره طبيب القلب وتركيب جهاز هولتر علي مدار ٢٤ ساعه للتأكد من انتظام ضربات القلب لديك ..اما بالنسبه لالم القلب فلا استطيع تفريده هنا لعدم دقه وصفك له هل هو في منتصف الصدر ؟ ام للجهه اليسري او اليمني ؟؟ هل له علاقه بالمجهود او الاكل ..ما مده استمراره وماذا يذهبه ؟؟ اسئله كثيره ..يجب عليك زياره اقرب طبيب لديك,كنت احس من قبل بدقات قلب مفاجاه و انتهت وحدها و اليوم احسست ان قلبي المني و كان 20 ابره دخلوا قلبي,يجب عليك زياره طبيب القلب وتركيب جهاز هولتر علي مدار 24 ساعه للتاكد من انتظام ضربات القلب لديك .اما بالنسبه لالم القلب فلا استطيع تفريده هنا لعدم دقه وصفك له هل هو في منتصف الصدر ? ام للجهه اليسري او اليمني ? هل له علاقه بالمجهود او الاكل .ما مده استمراره وماذا يذهبه ? اسيله كثيره .يجب عليك زياره اقرب طبيب لديك,415
ahd5k_04751,734419,graph_train,أمراض باطنية,Esoteric,شعرت بيوم عند الاستيقاظ من النوم بدوخة وايدى ورجلى مثلجة وعند ذهابى الى المشفى تم قياس الضغط وجد انه 160/120 مرتفع فتم اخذ نصف قرص تحت اللسان لتقليل الضغط ومعا...,يجب عمل دراسة من خلال المتابعة مع طبيب لمعرفة ما اذا كنت تعاني من الضغط العالي ام ان ما حصل هو عرضي وبالتأكيد يجدب عمل فحوصات من خلال الطبيب لها علاقة بالضغط العالي اذا تأكد انك تعاني من الضغط العالي فالرياضة ضرورية والمحافظة على الوزن المثالي والاكل المتوازن البعيد عن ملح الطعام لكن كل هذا رهن بالمتابعة ودراسة وضعك وضغطك,شعرت بيوم عند الاستيقاظ من النوم بدوخه وايدي ورجلي مثلجه وعند ذهابي الي المشفي تم قياس الضغط وجد انه 160/120 مرتفع فتم اخذ نصف قرص تحت اللسان لتقليل الضغط ومعا.,يجب عمل دراسه من خلال المتابعه مع طبيب لمعرفه ما اذا كنت تعاني من الضغط العالي ام ان ما حصل هو عرضي وبالتاكيد يجدب عمل فحوصات من خلال الطبيب لها علاقه بالضغط العالي اذا تاكد انك تعاني من الضغط العالي فالرياضه ضروريه والمحافظه علي الوزن المثالي والاكل المتوازن البعيد عن ملح الطعام لكن كل هذا رهن بالمتابعه ودراسه وضعك وضغطك,485
ahd5k_04754,785567,graph_train,تشخيص,Diagnosis,هل سقوط الشعر بكثره مع الم شديد وشعور بلاختناق في البلعوم واللوزتين اثناء الزعل يدل على خلل في الغده الدرقيه0 مع العلم اني اعاني من السمنه المفرطه وكثرة العصبيه ارجوافادتي...,"الألم والشعور بالإختناق حالة نفسية ""نرفزة"" وعلاجها تناول مهدئات مثل فلونكسول. أما أعراض الغدة الدرقية فهي ارتعاش اليدين والأصابع والشعور بالسخونة وتسارع دقات القلب والإسهال ونقصان الوزن وجحوظ العينين والتعرق الغزير",هل سقوط الشعر بكثره مع الم شديد وشعور بلاختناق في البلعوم واللوزتين اثناء الزعل يدل علي خلل في الغده الدرقيه0 مع العلم اني اعاني من السمنه المفرطه وكثره العصبيه ارجوافادتي.,"الالم والشعور بالاختناق حاله نفسيه ""نرفزه"" وعلاجها تناول مهديات مثل فلونكسول. اما اعراض الغده الدرقيه فهي ارتعاش اليدين والاصابع والشعور بالسخونه وتسارع دقات القلب والاسهال ونقصان الوزن وجحوظ العينين والتعرق الغزير",388
ahd5k_04761,803257,graph_train,الطب البديل,Alternative medicine,ما هي فوائد زيت الزيتون للصحة والجسم,هناك العديد من الفوائد الصحية لزيت الزيتون، ويعد زيت الزيتون أحد أفضل مصادر الدهون الصحية للجسم، لغناه بالدهون الأحادية غير المشبعة، ومن أهم فوائد زيت الزيتون للجسم ما يأتي: غناه بمضادات الأكسدة، ومجموعة من الفيتامينات مثل فيتامين ك وفيتامين ه. خواصه المضادة للالتهاب، مما يحد من خطر الإصابة بمجموعة من الأمراض مثل بعض أمراض القلب، ومرض السكري، والتهاب المفاصل. الحد من خطر الإصابة بالسكتات الدماغية. الوقاية من بعض أنواع مرض السرطان. تنظيم مستويات ضغط الدم. تنظيم مستويات الكوليسترول. تحسين وظائف الأوعية الدموية. الحد من خطر اكتساب الوزن الزائد. المساهمة في تخفيف آلام المفاصل والتورم الناتج عن التهاب المفاصل الروماتويدي. تأثير مضاد للبكتيريا والميكروبات. يجدر الذكر أن هذه الفوائد خاصة بأنواع زيت الزيتون البكر الذي يحتفظ بمعظم فوائده الصحية، أما زيت الزيتون المكرر، أو المخلوط بأنواع أخرى من الزيوت فلا ينصح باستهلاكه. للمزيد: حقائق غذائية عن زيت الزيتون فوائد زيت الزيتون للعظام والمفاصل,ما هي فوايد زيت الزيتون للصحه والجسم,"هناك العديد من الفوايد الصحيه لزيت الزيتون, ويعد زيت الزيتون احد افضل مصادر الدهون الصحيه للجسم, لغناه بالدهون الاحاديه غير المشبعه, ومن اهم فوايد زيت الزيتون للجسم ما ياتي: غناه بمضادات الاكسده, ومجموعه من الفيتامينات مثل فيتامين ك وفيتامين ه. خواصه المضاده للالتهاب, مما يحد من خطر الاصابه بمجموعه من الامراض مثل بعض امراض القلب, ومرض السكري, والتهاب المفاصل. الحد من خطر الاصابه بالسكتات الدماغيه. الوقايه من بعض انواع مرض السرطان. تنظيم مستويات ضغط الدم. تنظيم مستويات الكوليسترول. تحسين وظايف الاوعيه الدمويه. الحد من خطر اكتساب الوزن الزايد. المساهمه في تخفيف الام المفاصل والتورم الناتج عن التهاب المفاصل الروماتويدي. تاثير مضاد للبكتيريا والميكروبات. يجدر الذكر ان هذه الفوايد خاصه بانواع زيت الزيتون البكر الذي يحتفظ بمعظم فوايده الصحيه, اما زيت الزيتون المكرر, او المخلوط بانواع اخري من الزيوت فلا ينصح باستهلاكه. للمزيد: حقايق غذاييه عن زيت الزيتون فوايد زيت الزيتون للعظام والمفاصل",929
ahd5k_04764,530033,graph_train,صحة الطفل,Child health,السلام عليكم انة قبل فترة سالت عن ابني عن عدم قدرتة علي الكلام ورحت راجعت دكتور و قالولي انة ابني مصاب بلتوحد السلوكي اريد اعرف عن هذا الشي وقالو لي...,التوحد يعني ضعف اوعدم القدره على التواصل مع الاخرين- والمصاب لا يقدر على التواصل البصري مع الاخرين-ينعزل ويكرر نفس العمل كتلبيس لعبته اوتنظيفها-قد يصاحبه تشنجات احيانا وضعف الكلام ويعالج فيالمراكز المتخصصه وحسب الاعراض -اتبعي تعليمات الطبيب والنتيجه جيده جدا وكثير من الناس البارزين كانو متوحدين و حياتهم طبيعيهمع التاهيل,السلام عليكم انه قبل فتره سالت عن ابني عن عدم قدرته علي الكلام ورحت راجعت دكتور و قالولي انه ابني مصاب بلتوحد السلوكي اريد اعرف عن هذا الشي وقالو لي.,التوحد يعني ضعف اوعدم القدره علي التواصل مع الاخرين- والمصاب لا يقدر علي التواصل البصري مع الاخرين-ينعزل ويكرر نفس العمل كتلبيس لعبته اوتنظيفها-قد يصاحبه تشنجات احيانا وضعف الكلام ويعالج فيالمراكز المتخصصه وحسب الاعراض -اتبعي تعليمات الطبيب والنتيجه جيده جدا وكثير من الناس البارزين كانو متوحدين و حياتهم طبيعيهمع التاهيل,472
ahd5k_04775,741098,graph_train,أمراض القلب و الشرايين,Cardiovascular disease,سلام يا دكتوار انا اجاني وجع في القلب ذهبت افعل تلفزيون قلب و هذة النتيجة Left atrium 31 19-40 Aoctic root 26 20-30 Right ventricle 33 07-26 LV.Septal wall 10...,يرجى ارسال تقرير الإيكو كاملا,سلام يا دكتوار انا اجاني وجع في القلب ذهبت افعل تلفزيون قلب و هذه النتيجه left atrium 31 19-40 aoctic root 26 20-30 right ventricle 33 07-26 lv.septal wall 10.,يرجي ارسال تقرير الايكو كاملا,190
ahd5k_04779,776235,graph_train,الطب البديل,Alternative medicine,هل هناك اعشاب معينه ممكن ان آخذها للمحافظة على الغدة الدرقية وان تكون نشيطة وليست خاملة,هذه خلطة مفيدة ان شاء الله لمن معهم كسل بالغدة الدرقية واتمنى لهم الشفاء كيلو عسل يطحن مقدار 25 غرام من الفوقص الحوصلي 20 غ غذاء ملكي 35غ محلول العكبر 50غ قسط هندي يخلط الجميع مع العسل ويؤكل منه ملعقة متوسطة قبل كل وجبة شرب المركوش والخزامى والكربرة واكليل الجبل والهدال كميات متساوية وخلطها وصنعها مثل الشاي وشرب كاسين شاي على الريق واخرى مساء دهن المكان بزيت الكتان عند النوم يوميا والله الشافي,هل هناك اعشاب معينه ممكن ان اخذها للمحافظه علي الغده الدرقيه وان تكون نشيطه وليست خامله,هذه خلطه مفيده ان شاء الله لمن معهم كسل بالغده الدرقيه واتمني لهم الشفاء كيلو عسل يطحن مقدار 25 غرام من الفوقص الحوصلي 20 غ غذاء ملكي 35غ محلول العكبر 50غ قسط هندي يخلط الجميع مع العسل ويوكل منه ملعقه متوسطه قبل كل وجبه شرب المركوش والخزامي والكربره واكليل الجبل والهدال كميات متساويه وخلطها وصنعها مثل الشاي وشرب كاسين شاي علي الريق واخري مساء دهن المكان بزيت الكتان عند النوم يوميا والله الشافي,483
ahd5k_04793,255677,graph_train,صحة الطفل,Child health,طفلي عمرها ٣ اشهر عندما يأكل الحليب يبكى ويصرخ كثيرا اعطيها حليب اصطناعي سيملك وغيرت الحليب الى نوع اخر منذ ايام قليله وولم يتغير شيئ وبقى ع البكاء والصراخ اريد...,جرني حليب خاص لحساسية البروتين البقري,طفلي عمرها 3 اشهر عندما ياكل الحليب يبكي ويصرخ كثيرا اعطيها حليب اصطناعي سيملك وغيرت الحليب الي نوع اخر منذ ايام قليله وولم يتغير شيي وبقي ع البكاء والصراخ اريد.,جرني حليب خاص لحساسيه البروتين البقري,200
ahd5k_04815,787753,graph_train,علم الأجنة,Embryology,لماذا يولد الجنين ميتا في الشهر الثامن بينما يولد حيا في الشهر السابع,هذا الكلام ليس له اي أساس من الصحة وكذلك المقولة بأن ابن 7 شهور يعيش وابن 8 شهور لا والعكس هو الصحيح فان كل يوم يبقاه الجنين داخل رحم الأم يعتبر مكسب له ( بالطبع الى وقت معين ) وابن 8 شهور امامه فرصة افضل بكثير من ابن 7 شهور لكي يحيى,لماذا يولد الجنين ميتا في الشهر الثامن بينما يولد حيا في الشهر السابع,هذا الكلام ليس له اي اساس من الصحه وكذلك المقوله بان ابن 7 شهور يعيش وابن 8 شهور لا والعكس هو الصحيح فان كل يوم يبقاه الجنين داخل رحم الام يعتبر مكسب له ( بالطبع الي وقت معين ) وابن 8 شهور امامه فرصه افضل بكثير من ابن 7 شهور لكي يحيي,302
ahd5k_04817,778993,graph_train,تشخيص,Diagnosis,أنا طفل في 13 عشر من عمري أزن 37 كيلو غرام وطولي متر و 46 سنتمتر هل هدا طبيعي,هذا أقل من الطبيعي ولكن في هذا العمر قد تحدث ثورة اذ يزداد الطول و الوزن بشكل مفاجئ ماعليك سوى ممارسة الرياضة و تناول الاطعمة كاللحوم و الخضار و الفواكة والنوم جيداً,انا طفل في 13 عشر من عمري ازن 37 كيلو غرام وطولي متر و 46 سنتمتر هل هدا طبيعي,هذا اقل من الطبيعي ولكن في هذا العمر قد تحدث ثوره اذ يزداد الطول و الوزن بشكل مفاجي ماعليك سوي ممارسه الرياضه و تناول الاطعمه كاللحوم و الخضار و الفواكه والنوم جيدا,242
ahd5k_04819,334866,graph_train,أرجية حساسية,Allergic allergy,هل يمكن مواجهة حساسية الارتيكاريا بادوية المناعة بعيدا عن مضادات الهيستامين و الكورتيزون؟ و ما فعالية هذه الادوية؟ و اضرارها ؟؟,نعم ممكن مضاد ًige يخفف من الارتكاريا,هل يمكن مواجهه حساسيه الارتيكاريا بادويه المناعه بعيدا عن مضادات الهيستامين و الكورتيزون? و ما فعاليه هذه الادويه? و اضرارها ?,نعم ممكن مضاد ige يخفف من الارتكاريا,164
ahd5k_04832,782148,graph_train,أمراض باطنية,Esoteric,أريد أن أعرف ما هي أعراض تكيس المبيض ( غير ألم البطن )؟ و أيضاً لدي ألم خفيف على جنبي البطن في الأسفل ، لست متزوجة ، الألم ليس مستمر...,"تكيس المبايض، هوعباره عن وجود اكثر من 10-12 بويضة بحجم 8-10 ملم منتشرة في محيط المبيض وهذا قد يؤدي الى اضطراب بعمليه الإباضة الطبيعية بسبب خلل هرموني في الجسم وهو يكون أحيانا متلازما مع عدة أعراض تظهر معا على المريضة و حينها يسمى بمتلازمة تكيس المبايض مثل اضطرابات الدورة الشهرية و ازدياد وزن الجسم و ظهور الشعر الخشن في مناطق مختلفة من جسم المرأة , و أحيانا لا يكون للمرض أي أعراض و يمكن اكتشاف وجوده مصادفة أثناء الفحص الروتيني للمريضة. لا يوجد علاج جذري لحاله تكيس المبايض ،ولكن معالجه الاعراض كل على حده يقلل من ظهور الاعرض. فمثلاً حبوب منع الحمل هي من الأدوية المستعملة لعلاج هذه الحالات حيث أنها تنظم نزول الدورة الشهرية , وكذلك الأدوية المضادة للهرمونات الذكرية . وكذلك أدوية لعلاج البشرة وحب","اريد ان اعرف ما هي اعراض تكيس المبيض ( غير الم البطن )? و ايضا لدي الم خفيف علي جنبي البطن في الاسفل , لست متزوجه , الالم ليس مستمر.","تكيس المبايض, هوعباره عن وجود اكثر من 10-12 بويضه بحجم 8-10 ملم منتشره في محيط المبيض وهذا قد يودي الي اضطراب بعمليه الاباضه الطبيعيه بسبب خلل هرموني في الجسم وهو يكون احيانا متلازما مع عده اعراض تظهر معا علي المريضه و حينها يسمي بمتلازمه تكيس المبايض مثل اضطرابات الدوره الشهريه و ازدياد وزن الجسم و ظهور الشعر الخشن في مناطق مختلفه من جسم المراه , و احيانا لا يكون للمرض اي اعراض و يمكن اكتشاف وجوده مصادفه اثناء الفحص الروتيني للمريضه. لا يوجد علاج جذري لحاله تكيس المبايض ,ولكن معالجه الاعراض كل علي حده يقلل من ظهور الاعرض. فمثلا حبوب منع الحمل هي من الادويه المستعمله لعلاج هذه الحالات حيث انها تنظم نزول الدوره الشهريه , وكذلك الادويه المضاده للهرمونات الذكريه . وكذلك ادويه لعلاج البشره وحب",834
ahd5k_04844,591171,graph_train,أمراض الدم,Blood,اعاني من غدة ليمفاوية ذات قوام مطاطي و ثابتة تحت الفك من 4 شهور قمت بعمل فحص دم و اشعه و لم يكتشف شيء لدي اسنان متسوسه هل من الممكن...,أحياناً تسوس الأسنان أو أي خراجات باللثة أو انتان خفي أو ظاهر بمنطقة العنق يمكنها أن تسبب تضخم بالغدد اللمفية الموضعية وهنا لابد من مراجعة طبيب أسنان وطبيب أذنية للبحث عن وجود انتان ومعالجته,اعاني من غده ليمفاويه ذات قوام مطاطي و ثابته تحت الفك من 4 شهور قمت بعمل فحص دم و اشعه و لم يكتشف شيء لدي اسنان متسوسه هل من الممكن.,احيانا تسوس الاسنان او اي خراجات باللثه او انتان خفي او ظاهر بمنطقه العنق يمكنها ان تسبب تضخم بالغدد اللمفيه الموضعيه وهنا لابد من مراجعه طبيب اسنان وطبيب اذنيه للبحث عن وجود انتان ومعالجته,324
ahd5k_04856,440612,graph_train,صحة الطفل,Child health,ماذا يعني تقيؤ الطفل يبلغ من العمر شهرين ! يتقيئ مادة صفراء اللون,جميع الاطفال في هذا السن يحصل لهم ذلك فلا داعي للقلق,ماذا يعني تقيو الطفل يبلغ من العمر شهرين ! يتقيي ماده صفراء اللون,جميع الاطفال في هذا السن يحصل لهم ذلك فلا داعي للقلق,117
ahd5k_04864,765501,graph_train,الطب البديل,Alternative medicine,ماهو سبب بياض اللسان اكثر من 7 شهور,البقع البيضاء على اللسان وتشقق اللسان ينتج بسبب نقص فيتامين ب12 واصابته بالفطريات من نوع كانديدا وتوجد في فم الإنسان بصفة عادية غير ممرضة ، ولكنها تتحول إلى ممرضة عند الأشخاص الذين يتناولون المضادات الحيوية من عائلة البنسلين بشكل عشوائي أو الكورتيزونات أو مرضى السكري أو الأنيميا وتكون البقع شبيهة ببقع اللبن الرايب، والعلاج باستخدام مرهم مايكونازول ، ومضمضة بمطهر حسب ما يصف الطبيب ويمكن استخدام انتراكونازول عن طريق الفم بعد استشارة الطبيب، كما يجب زيادة المناعة بالتغذية السليمة والمتوازنة ويجب تجنب اكل الحلويات بدون غسل الفم ويجب تنظيف الفم بالمسواك أو بالفرشاة.,ماهو سبب بياض اللسان اكثر من 7 شهور,"البقع البيضاء علي اللسان وتشقق اللسان ينتج بسبب نقص فيتامين ب12 واصابته بالفطريات من نوع كانديدا وتوجد في فم الانسان بصفه عاديه غير ممرضه , ولكنها تتحول الي ممرضه عند الاشخاص الذين يتناولون المضادات الحيويه من عايله البنسلين بشكل عشوايي او الكورتيزونات او مرضي السكري او الانيميا وتكون البقع شبيهه ببقع اللبن الرايب, والعلاج باستخدام مرهم مايكونازول , ومضمضه بمطهر حسب ما يصف الطبيب ويمكن استخدام انتراكونازول عن طريق الفم بعد استشاره الطبيب, كما يجب زياده المناعه بالتغذيه السليمه والمتوازنه ويجب تجنب اكل الحلويات بدون غسل الفم ويجب تنظيف الفم بالمسواك او بالفرشاه.",602
